filename,category,source_dataset,source_id,source_group,source_filename,source_sha256,derived_sha256,variant_index,event_time_s,sample_rate_hz,duration_s,seed,transform_name,event_offset_s,gain_db,speed_factor,highpass_hz,lowpass_hz,compression_drive,signal_to_noise_db,background_scale,background_file,background_category,background_source_group,limiter_gain
glass_breaking__fsd50k__dev__434451__0156__r0__aug4.wav,glass_breaking,FSD50K,434451,freesound:434451,glass_breaking__fsd50k__dev__434451__0156__r0.wav,8c4709117924424881e1cf41baed4a0bc1a0b0f28f9740a2950af4ae1046b9f9,d4fd64b6701c8f9a6c3b982dc9457cef864625126b606ad53db8a899f1f3b88a,4,1.199796,44100,1.0,451,position_speed_gain,0.308723,2.3301,0.964591,,,1.0,,,,,,0.97352223
glass_breaking__fsd50k__dev__434451__0156__r0__aug5.wav,glass_breaking,FSD50K,434451,freesound:434451,glass_breaking__fsd50k__dev__434451__0156__r0.wav,8c4709117924424881e1cf41baed4a0bc1a0b0f28f9740a2950af4ae1046b9f9,e1572d2bf455b5c9e0b0ed6db1374630833d14b1cbeab0d4954108bb116f8745,5,1.199796,44100,1.0,451,position_compression_background,0.35058,-0.7697,1.0,,,1.4522,17.261,0.16450533,3-170377-A-38.wav,clock_tick,esc50:170377,1.0
glass_breaking__fsd50k__dev__65902__0056__r0__aug0.wav,glass_breaking,FSD50K,65902,freesound:65902,glass_breaking__fsd50k__dev__65902__0056__r0.wav,05bb74a86d6fe47cc0953a617840156c070ead640854fb5c054d1d175c1551ce,3390db8fcbe2204cbad44072431f1abd77cf804bcee1ac1e50bcb57c0c0211f4,0,0.321791,44100,1.0,451,position_only,0.119839,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__65902__0056__r0__aug1.wav,glass_breaking,FSD50K,65902,freesound:65902,glass_breaking__fsd50k__dev__65902__0056__r0.wav,05bb74a86d6fe47cc0953a617840156c070ead640854fb5c054d1d175c1551ce,808d442e1ec218f78f1e2afe0f3ba533f610bb28c77958e00f9f9d9331bb28e8,1,0.321791,44100,1.0,451,position_gain,0.126204,1.4762,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__65902__0056__r0__aug2.wav,glass_breaking,FSD50K,65902,freesound:65902,glass_breaking__fsd50k__dev__65902__0056__r0.wav,05bb74a86d6fe47cc0953a617840156c070ead640854fb5c054d1d175c1551ce,65b61ab188565bb2bcd125dc60a6124eee1daec923e47fe5da412c0c84bea8da,2,0.321791,44100,1.0,451,position_gain_background,0.15696,-2.9861,1.0,,,1.0,16.6882,1.70436961,3-151206-A-23.wav,breathing,esc50:151206,1.0
glass_breaking__fsd50k__dev__65902__0056__r0__aug3.wav,glass_breaking,FSD50K,65902,freesound:65902,glass_breaking__fsd50k__dev__65902__0056__r0.wav,05bb74a86d6fe47cc0953a617840156c070ead640854fb5c054d1d175c1551ce,7e984b46d83ec6138f68f7369dc1b6456fa93755806cf087309865465cc0d924,3,0.321791,44100,1.0,451,position_filter_background,0.147819,-7.3754,1.0,186.659,5617.651,1.0,20.8856,0.07202889,2-99796-A-32.wav,keyboard_typing,esc50:99796,1.0
glass_breaking__fsd50k__dev__65902__0056__r0__aug4.wav,glass_breaking,FSD50K,65902,freesound:65902,glass_breaking__fsd50k__dev__65902__0056__r0.wav,05bb74a86d6fe47cc0953a617840156c070ead640854fb5c054d1d175c1551ce,bf3627aab476a3dc901dc17aa1769a3f9ee4566deb7ff0cb886e5a43236f6591,4,0.321791,44100,1.0,451,position_speed_gain,0.103176,-11.5147,1.038271,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__65902__0056__r0__aug5.wav,glass_breaking,FSD50K,65902,freesound:65902,glass_breaking__fsd50k__dev__65902__0056__r0.wav,05bb74a86d6fe47cc0953a617840156c070ead640854fb5c054d1d175c1551ce,1a3b1e0615f8b8d12ab93ca85c06ab376a9de8b84a59b327f7d0e8d8b0f0f9c5,5,0.321791,44100,1.0,451,position_compression_background,0.35544,-6.0856,1.0,,,1.31107,20.5278,0.03320662,1-91359-B-11.wav,sea_waves,esc50:91359,1.0
glass_breaking__fsd50k__dev__65918__0097__r0__aug0.wav,glass_breaking,FSD50K,65918,freesound:65918,glass_breaking__fsd50k__dev__65918__0097__r0.wav,2e1c24280af63669cc8b42bee77971e626a9d957233ebe5e06b8c25a7f1dc604,dab1101df44ac1104dd587c083f4ade84e63a757b5948e00ce86b9d4d7c85837,0,0.276893,44100,1.0,451,position_only,0.181915,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__65918__0097__r0__aug1.wav,glass_breaking,FSD50K,65918,freesound:65918,glass_breaking__fsd50k__dev__65918__0097__r0.wav,2e1c24280af63669cc8b42bee77971e626a9d957233ebe5e06b8c25a7f1dc604,57fc494120cfab61329d2601afcadcf58792e703ce664e4279569cfe3e50edd9,1,0.276893,44100,1.0,451,position_gain,0.198235,1.4015,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__65918__0097__r0__aug2.wav,glass_breaking,FSD50K,65918,freesound:65918,glass_breaking__fsd50k__dev__65918__0097__r0.wav,2e1c24280af63669cc8b42bee77971e626a9d957233ebe5e06b8c25a7f1dc604,cfa42a936b589be5caaa1684cbc541bf2a437f21ee66bc4d5e9e3819cd6ea940,2,0.276893,44100,1.0,451,position_gain_background,0.227177,-6.0657,1.0,,,1.0,24.3081,985.51232814,3-112557-B-23.wav,breathing,esc50:112557,1.0
glass_breaking__fsd50k__dev__65918__0097__r0__aug3.wav,glass_breaking,FSD50K,65918,freesound:65918,glass_breaking__fsd50k__dev__65918__0097__r0.wav,2e1c24280af63669cc8b42bee77971e626a9d957233ebe5e06b8c25a7f1dc604,716d60b650bbf4ec62b39bbac6443eef2b5f9030d722adb98cefaf1c0d564961,3,0.276893,44100,1.0,451,position_filter_background,0.22397,-8.9682,1.0,147.129,6309.938,1.0,13.8379,0.00860365,1-30709-A-23.wav,breathing,esc50:30709,1.0
glass_breaking__fsd50k__dev__65918__0097__r0__aug4.wav,glass_breaking,FSD50K,65918,freesound:65918,glass_breaking__fsd50k__dev__65918__0097__r0.wav,2e1c24280af63669cc8b42bee77971e626a9d957233ebe5e06b8c25a7f1dc604,43c8370163aee6c9abc331ea5f53e9d5f7fbc5217fdd6ceec17224017467cd9a,4,0.276893,44100,1.0,451,position_speed_gain,0.207849,1.9826,1.018702,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__65918__0097__r0__aug5.wav,glass_breaking,FSD50K,65918,freesound:65918,glass_breaking__fsd50k__dev__65918__0097__r0.wav,2e1c24280af63669cc8b42bee77971e626a9d957233ebe5e06b8c25a7f1dc604,9830fa7878e443110f4c46d4fd4cc2c529200c0aaf516cf04f997b34ee68eed4,5,0.276893,44100,1.0,451,position_compression_background,0.350501,-8.239,1.0,,,1.26076,18.8451,2.9884075,1-94231-B-32.wav,keyboard_typing,esc50:94231,1.0
glass_breaking__fsd50k__dev__66519__0064__r0__aug0.wav,glass_breaking,FSD50K,66519,freesound:66519,glass_breaking__fsd50k__dev__66519__0064__r0.wav,355e7802f668a2d7c8e6db8e50d029071671a2a0b95af312de1bdb39cf4a10bb,00d8790e6fc993c17de40c294f714a0cb13f45463fdc59c593d2297493b01a20,0,0.097302,44100,1.0,451,position_only,0.249919,0.0,1.0,,,1.0,,,,,,0.94032168
glass_breaking__fsd50k__dev__66519__0064__r0__aug1.wav,glass_breaking,FSD50K,66519,freesound:66519,glass_breaking__fsd50k__dev__66519__0064__r0.wav,355e7802f668a2d7c8e6db8e50d029071671a2a0b95af312de1bdb39cf4a10bb,dd11e25ac2609f1118c2c9d254da4c12be1297a6f9388ba6e13930223fc9e289,1,0.097302,44100,1.0,451,position_gain,0.166001,0.7198,1.0,,,1.0,,,,,,0.86553923
glass_breaking__fsd50k__dev__66519__0064__r0__aug2.wav,glass_breaking,FSD50K,66519,freesound:66519,glass_breaking__fsd50k__dev__66519__0064__r0.wav,355e7802f668a2d7c8e6db8e50d029071671a2a0b95af312de1bdb39cf4a10bb,ae78f6a26ae04be0f83e3ac4221d6587b7f6ad7b7b60022f313c031199646278,2,0.097302,44100,1.0,451,position_gain_background,0.293332,3.3519,1.0,,,1.0,19.2308,3.1175513,3-170383-A-38.wav,clock_tick,esc50:170383,0.64295102
glass_breaking__fsd50k__dev__66519__0064__r0__aug3.wav,glass_breaking,FSD50K,66519,freesound:66519,glass_breaking__fsd50k__dev__66519__0064__r0.wav,355e7802f668a2d7c8e6db8e50d029071671a2a0b95af312de1bdb39cf4a10bb,7c6b1bc608090e12fdae2d52184ce84b592d58dcd5c2e74fdec6d76c91ab8513,3,0.097302,44100,1.0,451,position_filter_background,0.126258,-10.3279,1.0,255.24,5884.791,1.0,22.3659,0.05973659,1-21934-A-38.wav,clock_tick,esc50:21934,1.0
glass_breaking__fsd50k__dev__66519__0064__r0__aug4.wav,glass_breaking,FSD50K,66519,freesound:66519,glass_breaking__fsd50k__dev__66519__0064__r0.wav,355e7802f668a2d7c8e6db8e50d029071671a2a0b95af312de1bdb39cf4a10bb,8bfba0fdfdde0ac84fe7c1d4a410ec2a66d14548174e41cc01e24ba560e59338,4,0.097302,44100,1.0,451,position_speed_gain,0.195472,4.2283,1.008209,,,1.0,,,,,,0.57467462
glass_breaking__fsd50k__dev__66519__0064__r0__aug5.wav,glass_breaking,FSD50K,66519,freesound:66519,glass_breaking__fsd50k__dev__66519__0064__r0.wav,355e7802f668a2d7c8e6db8e50d029071671a2a0b95af312de1bdb39cf4a10bb,9876122009e0a590c31fe7ff5e033ab6261032cd9c712875ec4b5ec45ea4b517,5,0.097302,44100,1.0,451,position_compression_background,0.234727,-2.0955,1.0,,,1.74886,16.8151,0.09956674,1-62594-A-32.wav,keyboard_typing,esc50:62594,0.97764818
glass_breaking__fsd50k__dev__66520__0103__r0__aug0.wav,glass_breaking,FSD50K,66520,freesound:66520,glass_breaking__fsd50k__dev__66520__0103__r0.wav,05faac68b2417a97233359f52578e2889eadfb6da59302f22e6d928d17bd1d13,0c13dad13060a46822717444685745a508c446272b945493da27b373e9ca322b,0,0.207052,44100,1.0,451,position_only,0.15886,0.0,1.0,,,1.0,,,,,,0.94604829
glass_breaking__fsd50k__dev__66520__0103__r0__aug1.wav,glass_breaking,FSD50K,66520,freesound:66520,glass_breaking__fsd50k__dev__66520__0103__r0.wav,05faac68b2417a97233359f52578e2889eadfb6da59302f22e6d928d17bd1d13,07ebfe328c5dddc5d4ea479370982cb8c260faf5abb5ea760e9f916c9fbfa5d7,1,0.207052,44100,1.0,451,position_gain,0.250157,-8.0361,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__66520__0103__r0__aug2.wav,glass_breaking,FSD50K,66520,freesound:66520,glass_breaking__fsd50k__dev__66520__0103__r0.wav,05faac68b2417a97233359f52578e2889eadfb6da59302f22e6d928d17bd1d13,18f6e1c911ad3c76bab8db22234952c95603d5ec8c2d52f573f888cac0fd6a46,2,0.207052,44100,1.0,451,position_gain_background,0.229509,-11.5989,1.0,,,1.0,19.1419,0.02201245,1-32373-B-35.wav,washing_machine,esc50:32373,1.0
glass_breaking__fsd50k__dev__66520__0103__r0__aug3.wav,glass_breaking,FSD50K,66520,freesound:66520,glass_breaking__fsd50k__dev__66520__0103__r0.wav,05faac68b2417a97233359f52578e2889eadfb6da59302f22e6d928d17bd1d13,0f7ba6175c0ca542185e6ed4174588b8c4babc04327ab6ebd76ef8fd82d7e479,3,0.207052,44100,1.0,451,position_filter_background,0.349591,-6.1569,1.0,210.03,5772.944,1.0,12.5215,1.09945891,2-88724-A-38.wav,clock_tick,esc50:88724,1.0
glass_breaking__fsd50k__dev__66520__0103__r0__aug4.wav,glass_breaking,FSD50K,66520,freesound:66520,glass_breaking__fsd50k__dev__66520__0103__r0.wav,05faac68b2417a97233359f52578e2889eadfb6da59302f22e6d928d17bd1d13,04e20ccbda83109388438d0f9c7cae06d5311e69204a8169e587926221c2e677,4,0.207052,44100,1.0,451,position_speed_gain,0.300311,-3.2215,1.006718,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__66520__0103__r0__aug5.wav,glass_breaking,FSD50K,66520,freesound:66520,glass_breaking__fsd50k__dev__66520__0103__r0.wav,05faac68b2417a97233359f52578e2889eadfb6da59302f22e6d928d17bd1d13,e58a23869996d422e8c0434b2fb48317d7d803eb1863f140ebcf449735d141ac,5,0.207052,44100,1.0,451,position_compression_background,0.339592,-6.8062,1.0,,,1.55595,20.7526,0.31909629,3-155570-A-32.wav,keyboard_typing,esc50:155570,1.0
glass_breaking__fsd50k__dev__68654__0067__r0__aug0.wav,glass_breaking,FSD50K,68654,freesound:68654,glass_breaking__fsd50k__dev__68654__0067__r0.wav,9118f5df08e20d8050f03d9b28655a4cc2068db871d0fd13e4eb94811c31edcf,988b30645b5787695314425f48fd5feab506a420051bfba0d8fbfff22355f244,0,0.760794,44100,1.0,451,position_only,0.353065,0.0,1.0,,,1.0,,,,,,0.89125094
glass_breaking__fsd50k__dev__68654__0067__r0__aug1.wav,glass_breaking,FSD50K,68654,freesound:68654,glass_breaking__fsd50k__dev__68654__0067__r0.wav,9118f5df08e20d8050f03d9b28655a4cc2068db871d0fd13e4eb94811c31edcf,246753ba4a732cf573059247441b03c6662b61314d23074b9dc7448e65caaa30,1,0.760794,44100,1.0,451,position_gain,0.215499,3.6503,1.0,,,1.0,,,,,,0.58544277
glass_breaking__fsd50k__dev__68654__0067__r0__aug2.wav,glass_breaking,FSD50K,68654,freesound:68654,glass_breaking__fsd50k__dev__68654__0067__r0.wav,9118f5df08e20d8050f03d9b28655a4cc2068db871d0fd13e4eb94811c31edcf,a24b6c8991a67379a1065fb89a9c5f4791a9606f29b8f0850f0a60702610ec17,2,0.760794,44100,1.0,451,position_gain_background,0.345862,-1.9701,1.0,,,1.0,21.988,0.03431705,3-151273-A-35.wav,washing_machine,esc50:151273,1.0
glass_breaking__fsd50k__dev__68654__0067__r0__aug3.wav,glass_breaking,FSD50K,68654,freesound:68654,glass_breaking__fsd50k__dev__68654__0067__r0.wav,9118f5df08e20d8050f03d9b28655a4cc2068db871d0fd13e4eb94811c31edcf,af0d485f525a43de6fc9fcb4b90f7a4dd2243d5bff2ffb4eda822f4e6bc91049,3,0.760794,44100,1.0,451,position_filter_background,0.217714,-4.4076,1.0,191.28,6452.098,1.0,18.6801,5.18788574,2-50774-A-23.wav,breathing,esc50:50774,1.0
glass_breaking__fsd50k__dev__68654__0067__r0__aug4.wav,glass_breaking,FSD50K,68654,freesound:68654,glass_breaking__fsd50k__dev__68654__0067__r0.wav,9118f5df08e20d8050f03d9b28655a4cc2068db871d0fd13e4eb94811c31edcf,08cabaf2a99256cfe4948c9550aca431005967915c76ac45c39d6e45399c3938,4,0.760794,44100,1.0,451,position_speed_gain,0.28579,-11.3669,0.974128,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__68654__0067__r0__aug5.wav,glass_breaking,FSD50K,68654,freesound:68654,glass_breaking__fsd50k__dev__68654__0067__r0.wav,9118f5df08e20d8050f03d9b28655a4cc2068db871d0fd13e4eb94811c31edcf,296f512402ace623a50bc34ac3dd3f6290de106358e6299e73bb31507fdb81c5,5,0.760794,44100,1.0,451,position_compression_background,0.220277,-10.7934,1.0,,,1.66051,18.3097,0.01723382,2-102567-C-35.wav,washing_machine,esc50:102567,1.0
glass_breaking__fsd50k__dev__71897__0183__r0__aug0.wav,glass_breaking,FSD50K,71897,freesound:71897,glass_breaking__fsd50k__dev__71897__0183__r0.wav,eb3c3704b66f5d794df5eeaf1b9bcaf20d7124c9dd256919fac9466077ad945d,40133b5e3c74c807717da3fd2ea77db93b0be09a8aa66e81fa47771b605826ae,0,0.92542,44100,1.0,451,position_only,0.242467,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__71897__0183__r0__aug1.wav,glass_breaking,FSD50K,71897,freesound:71897,glass_breaking__fsd50k__dev__71897__0183__r0.wav,eb3c3704b66f5d794df5eeaf1b9bcaf20d7124c9dd256919fac9466077ad945d,086c1bb89fc43c5677245c9ed3f43d891d9903bc7f6ba61b4dbbfe40e0d5bfa7,1,0.92542,44100,1.0,451,position_gain,0.315591,-0.1075,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__71897__0183__r0__aug2.wav,glass_breaking,FSD50K,71897,freesound:71897,glass_breaking__fsd50k__dev__71897__0183__r0.wav,eb3c3704b66f5d794df5eeaf1b9bcaf20d7124c9dd256919fac9466077ad945d,f75bbbb3ef3b5d011c244efb9bed2503a9c06e396b17a7f2622a40bb45a4b761,2,0.92542,44100,1.0,451,position_gain_background,0.348936,-2.332,1.0,,,1.0,13.7391,3.70902336,3-153444-A-32.wav,keyboard_typing,esc50:153444,1.0
glass_breaking__fsd50k__dev__71897__0183__r0__aug3.wav,glass_breaking,FSD50K,71897,freesound:71897,glass_breaking__fsd50k__dev__71897__0183__r0.wav,eb3c3704b66f5d794df5eeaf1b9bcaf20d7124c9dd256919fac9466077ad945d,d1fd53ef2e91c3ae48faa15e324f692e9ca2bc046c759c1203a70fe92b719331,3,0.92542,44100,1.0,451,position_filter_background,0.173602,4.2767,1.0,237.285,7453.38,1.0,20.5237,0.06323402,1-43760-A-11.wav,sea_waves,esc50:43760,1.0
glass_breaking__fsd50k__dev__71897__0183__r0__aug4.wav,glass_breaking,FSD50K,71897,freesound:71897,glass_breaking__fsd50k__dev__71897__0183__r0.wav,eb3c3704b66f5d794df5eeaf1b9bcaf20d7124c9dd256919fac9466077ad945d,80e334ccee344e84a620c48b45f9794aecdd01e7ca95fe19719692dabbd43643,4,0.92542,44100,1.0,451,position_speed_gain,0.239346,3.591,0.966833,,,1.0,,,,,,0.98900783
glass_breaking__fsd50k__dev__71897__0183__r0__aug5.wav,glass_breaking,FSD50K,71897,freesound:71897,glass_breaking__fsd50k__dev__71897__0183__r0.wav,eb3c3704b66f5d794df5eeaf1b9bcaf20d7124c9dd256919fac9466077ad945d,ab29d15d899bde5103083e642423dda30933e01ff4c76f250e5adc3f1adc62b3,5,0.92542,44100,1.0,451,position_compression_background,0.3385,-4.9092,1.0,,,1.74583,21.3443,0.07544575,2-102567-B-35.wav,washing_machine,esc50:102567,1.0
glass_breaking__fsd50k__dev__71947__0124__r0__aug0.wav,glass_breaking,FSD50K,71947,freesound:71947,glass_breaking__fsd50k__dev__71947__0124__r0.wav,386c18bab2a009ea39848d69f42295390045c2a4747d050fc0e4eee1a2cda42f,34070eca04e21e53c8695d18aa8b7fc523204b136f5127e1e7b8feafdb4b3123,0,0.316803,44100,1.0,451,position_only,0.252307,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__71947__0124__r0__aug1.wav,glass_breaking,FSD50K,71947,freesound:71947,glass_breaking__fsd50k__dev__71947__0124__r0.wav,386c18bab2a009ea39848d69f42295390045c2a4747d050fc0e4eee1a2cda42f,10f603a9c99287f29be28b01f1da2e56812274b5234ec393b0651e63504b751a,1,0.316803,44100,1.0,451,position_gain,0.194217,2.7406,1.0,,,1.0,,,,,,0.72999315
glass_breaking__fsd50k__dev__71947__0124__r0__aug2.wav,glass_breaking,FSD50K,71947,freesound:71947,glass_breaking__fsd50k__dev__71947__0124__r0.wav,386c18bab2a009ea39848d69f42295390045c2a4747d050fc0e4eee1a2cda42f,b34175191738698563a3fe4f0cd22ed8b24febf75accbeb31cbeb4c47cb4eb33,2,0.316803,44100,1.0,451,position_gain_background,0.213313,-2.4915,1.0,,,1.0,12.4545,1.14740193,3-143933-A-38.wav,clock_tick,esc50:143933,1.0
glass_breaking__fsd50k__dev__71947__0124__r0__aug3.wav,glass_breaking,FSD50K,71947,freesound:71947,glass_breaking__fsd50k__dev__71947__0124__r0.wav,386c18bab2a009ea39848d69f42295390045c2a4747d050fc0e4eee1a2cda42f,fc1df106f065bf02f9de43f35b89c5d6a4e4bdec35ddbd8b0343041c2a82aab0,3,0.316803,44100,1.0,451,position_filter_background,0.305431,2.1984,1.0,199.917,6516.733,1.0,12.9365,0.06488592,2-121909-A-35.wav,washing_machine,esc50:121909,0.83828925
glass_breaking__fsd50k__dev__71947__0124__r0__aug4.wav,glass_breaking,FSD50K,71947,freesound:71947,glass_breaking__fsd50k__dev__71947__0124__r0.wav,386c18bab2a009ea39848d69f42295390045c2a4747d050fc0e4eee1a2cda42f,ab1fbd84c357b1e5381388f95e59277b1d96ef7f9e8f612f9a5d597db90523aa,4,0.316803,44100,1.0,451,position_speed_gain,0.194601,-5.3842,1.023169,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__71947__0124__r0__aug5.wav,glass_breaking,FSD50K,71947,freesound:71947,glass_breaking__fsd50k__dev__71947__0124__r0.wav,386c18bab2a009ea39848d69f42295390045c2a4747d050fc0e4eee1a2cda42f,90f528b3b3e565a958b100c652ca2a62534c91fe71aabfe86ae5904865c50671,5,0.316803,44100,1.0,451,position_compression_background,0.208489,-11.709,1.0,,,1.70114,11.3205,0.06618264,2-82455-A-23.wav,breathing,esc50:82455,1.0
glass_breaking__fsd50k__dev__84704__0148__r0__aug0.wav,glass_breaking,FSD50K,84704,freesound:84704,glass_breaking__fsd50k__dev__84704__0148__r0.wav,f0dcb87aa46e87282bcc7efcf76bce27a55a4b813cb4699c80f72ce70353f9fc,e270502d227607f798c4f7d33dd44ade120fd9955988d15a1494411e56104d13,0,0.092313,44100,1.0,451,position_only,0.118038,0.0,1.0,,,1.0,,,,,,0.98583955
glass_breaking__fsd50k__dev__84704__0148__r0__aug1.wav,glass_breaking,FSD50K,84704,freesound:84704,glass_breaking__fsd50k__dev__84704__0148__r0.wav,f0dcb87aa46e87282bcc7efcf76bce27a55a4b813cb4699c80f72ce70353f9fc,2cf80d6647733bcba07c8cc0d54ca99212491ebc99b2eee271b8646925c0c043,1,0.092313,44100,1.0,451,position_gain,0.250759,4.8628,1.0,,,1.0,,,,,,0.56320749
glass_breaking__fsd50k__dev__84704__0148__r0__aug2.wav,glass_breaking,FSD50K,84704,freesound:84704,glass_breaking__fsd50k__dev__84704__0148__r0.wav,f0dcb87aa46e87282bcc7efcf76bce27a55a4b813cb4699c80f72ce70353f9fc,3674db523687fe08d1d8775b732f344cd0c81f95bb8ec24de7abed0a2fa2e475,2,0.092313,44100,1.0,451,position_gain_background,0.33195,-11.3102,1.0,,,1.0,10.3086,0.10284126,1-84393-A-32.wav,keyboard_typing,esc50:84393,1.0
glass_breaking__fsd50k__dev__84704__0148__r0__aug3.wav,glass_breaking,FSD50K,84704,freesound:84704,glass_breaking__fsd50k__dev__84704__0148__r0.wav,f0dcb87aa46e87282bcc7efcf76bce27a55a4b813cb4699c80f72ce70353f9fc,a8a143dda25238e50342e728dbc91f4f8826c6f15622074feba663169877475e,3,0.092313,44100,1.0,451,position_filter_background,0.2173,-4.8092,1.0,114.835,5880.752,1.0,15.0624,0.20113235,3-156391-A-35.wav,washing_machine,esc50:156391,1.0
glass_breaking__fsd50k__dev__84704__0148__r0__aug4.wav,glass_breaking,FSD50K,84704,freesound:84704,glass_breaking__fsd50k__dev__84704__0148__r0.wav,f0dcb87aa46e87282bcc7efcf76bce27a55a4b813cb4699c80f72ce70353f9fc,16676b5efcb9b61a731d363711f5234489152ddbc3f9fa5e5f4782c2bd4d3d44,4,0.092313,44100,1.0,451,position_speed_gain,0.311719,3.6855,1.037591,,,1.0,,,,,,0.66179908
glass_breaking__fsd50k__dev__84704__0148__r0__aug5.wav,glass_breaking,FSD50K,84704,freesound:84704,glass_breaking__fsd50k__dev__84704__0148__r0.wav,f0dcb87aa46e87282bcc7efcf76bce27a55a4b813cb4699c80f72ce70353f9fc,67b25e8e1d941563ab8c72ab3c407b896c24dee9a2a4922104a0bfac85c88c8d,5,0.092313,44100,1.0,451,position_compression_background,0.24394,-10.167,1.0,,,1.29084,15.0742,0.05542691,1-18631-A-23.wav,breathing,esc50:18631,1.0
glass_breaking__fsd50k__dev__85107__0091__r0__aug0.wav,glass_breaking,FSD50K,85107,freesound:85107,glass_breaking__fsd50k__dev__85107__0091__r0.wav,7f3eaf9bffef779292ac529ba203551997e73ed11ce1e42689630213fd8083ac,109744104e9011890cc4e17aa33433d88d10218f574bb2f4fd8319a881b873f0,0,0.032449,44100,1.0,451,position_only,0.16671,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__85107__0091__r0__aug1.wav,glass_breaking,FSD50K,85107,freesound:85107,glass_breaking__fsd50k__dev__85107__0091__r0.wav,7f3eaf9bffef779292ac529ba203551997e73ed11ce1e42689630213fd8083ac,43dcbf41738f6c22fbdf2ad4137575fcf8af0ee7e3c8476a5e366d6901165018,1,0.032449,44100,1.0,451,position_gain,0.143187,-3.4961,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__85107__0091__r0__aug2.wav,glass_breaking,FSD50K,85107,freesound:85107,glass_breaking__fsd50k__dev__85107__0091__r0.wav,7f3eaf9bffef779292ac529ba203551997e73ed11ce1e42689630213fd8083ac,50f9b04cee7347ed3673da9d2e9b8a311c5ece957eeb9fce4699970eed5b9233,2,0.032449,44100,1.0,451,position_gain_background,0.111843,0.0753,1.0,,,1.0,17.2082,0.05846829,1-32373-B-35.wav,washing_machine,esc50:32373,0.98846028
glass_breaking__fsd50k__dev__85107__0091__r0__aug3.wav,glass_breaking,FSD50K,85107,freesound:85107,glass_breaking__fsd50k__dev__85107__0091__r0.wav,7f3eaf9bffef779292ac529ba203551997e73ed11ce1e42689630213fd8083ac,c5d4a458cfeae1e1e11a8a40f3e575c57c4820920a2ba508a5231928c8b53615,3,0.032449,44100,1.0,451,position_filter_background,0.184632,3.3099,1.0,206.894,6895.945,1.0,22.4226,0.18476272,1-79711-A-32.wav,keyboard_typing,esc50:79711,0.65876945
glass_breaking__fsd50k__dev__85107__0091__r0__aug4.wav,glass_breaking,FSD50K,85107,freesound:85107,glass_breaking__fsd50k__dev__85107__0091__r0.wav,7f3eaf9bffef779292ac529ba203551997e73ed11ce1e42689630213fd8083ac,54e3e5ba2f7486cb8508dfcd53fa878e5b0fc1697d29f70fc71f89eec97a7e07,4,0.032449,44100,1.0,451,position_speed_gain,0.15242,-6.1719,0.972643,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__85107__0091__r0__aug5.wav,glass_breaking,FSD50K,85107,freesound:85107,glass_breaking__fsd50k__dev__85107__0091__r0.wav,7f3eaf9bffef779292ac529ba203551997e73ed11ce1e42689630213fd8083ac,e92e79e07b724744734f73f893463b65cb61430c4897d1dab3467093c78941f4,5,0.032449,44100,1.0,451,position_compression_background,0.228488,-3.0522,1.0,,,1.39582,20.7046,2.88342911,3-153444-A-32.wav,keyboard_typing,esc50:153444,1.0
glass_breaking__fsd50k__dev__85168__0166__r0__aug0.wav,glass_breaking,FSD50K,85168,freesound:85168,glass_breaking__fsd50k__dev__85168__0166__r0.wav,c08ea42d6a058870a1792c2541cf108594a0759474e0f48a0adce883e17adcf7,bb43853fb7b8dae5766be836107763628d0aa216cfab21a41c650dd2b98076c4,0,0.705918,44100,1.0,451,position_only,0.34951,0.0,1.0,,,1.0,,,,,,1.0
glass_breaking__fsd50k__dev__85168__0166__r0__aug1.wav,glass_breaking,FSD50K,85168,freesound:85168,glass_breaking__fsd50k__dev__85168__0166__r0.wav,c08ea42d6a058870a1792c2541cf108594a0759474e0f48a0adce883e17adcf7,2b6c1df84a2827feed8ae6195e09ec0bddb654e2ec8fa522b365896f91f32810,1,0.705918,44100,1.0,451,position_gain,0.196157,2.4638,1.0,,,1.0,,,,,,1.0
