dataset_role,filename,category,original_category,background_group,source_dataset,source_partition,source_id,source_filename,source_labels
train,background_other__fsd50k__train__hard_negative__170383__0010.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,170383,170383.wav,"Clock,Mechanisms"
train,background_other__fsd50k__train__hard_negative__34381__0011.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,34381,34381.wav,"Telephone,Alarm"
train,background_other__fsd50k__train__hard_negative__144951__0012.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,144951,144951.wav,"Knock,Wood,Door,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__hard_negative__273719__0013.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,273719,273719.wav,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm"
train,background_other__fsd50k__train__hard_negative__20189__0014.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,20189,20189.wav,"Slam,Car,Motor_vehicle_(road),Vehicle,Door,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__hard_negative__26177__0015.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,26177,26177.wav,"Traffic_noise_and_roadway_noise,Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm"
train,background_other__fsd50k__train__hard_negative__74474__0016.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,74474,74474.wav,Alarm
train,background_other__fsd50k__train__hard_negative__219051__0017.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,219051,219051.wav,"Church_bell,Bell"
train,background_other__fsd50k__train__hard_negative__334947__0018.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,334947,334947.wav,"Telephone,Alarm"
train,background_other__fsd50k__train__hard_negative__66299__0019.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,66299,66299.wav,"Telephone,Alarm"
train,background_other__fsd50k__train__hard_negative__196370__0020.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,196370,196370.wav,"Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm"
train,background_other__fsd50k__train__hard_negative__91172__0021.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,91172,91172.wav,"Cowbell,Bell"
train,background_other__fsd50k__train__hard_negative__401131__0022.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,401131,401131.wav,"Tick-tock,Clock,Mechanisms"
train,background_other__fsd50k__train__hard_negative__91177__0023.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,91177,91177.wav,"Cowbell,Bell"
train,background_other__fsd50k__train__hard_negative__190027__0024.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,190027,190027.wav,"Knock,Wood,Door,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__hard_negative__407240__0025.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,407240,407240.wav,Alarm
train,background_other__fsd50k__train__hard_negative__422075__0026.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,422075,422075.wav,"Chime,Bell"
train,background_other__fsd50k__train__hard_negative__175039__0027.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,175039,175039.wav,"Telephone,Alarm"
train,background_other__fsd50k__train__hard_negative__221515__0028.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,221515,221515.wav,Bell
train,background_other__fsd50k__train__hard_negative__175852__0029.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,175852,175852.wav,"Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm"
train,background_other__fsd50k__train__hard_negative__90562__0030.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,90562,90562.wav,"Cowbell,Bell"
train,background_other__fsd50k__train__hard_negative__49974__0031.wav,background_other,background_other,fsd50k_hard_negative,FSD50K,train,49974,49974.wav,"Vehicle_horn_and_car_horn_and_honking,Car,Motor_vehicle_(road),Vehicle,Alarm"
train,background_other__fsd50k__train__general__12874__0000.wav,background_other,background_other,fsd50k_general,FSD50K,train,12874,12874.wav,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__general__221719__0001.wav,background_other,background_other,fsd50k_general,FSD50K,train,221719,221719.wav,"Writing,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__general__89506__0002.wav,background_other,background_other,fsd50k_general,FSD50K,train,89506,89506.wav,"Meow,Cat,Domestic_animals_and_pets,Animal"
train,background_other__fsd50k__train__general__343849__0003.wav,background_other,background_other,fsd50k_general,FSD50K,train,343849,343849.wav,"Cat,Domestic_animals_and_pets,Animal"
train,background_other__fsd50k__train__general__379249__0004.wav,background_other,background_other,fsd50k_general,FSD50K,train,379249,379249.wav,"Bird,Wild_animals,Animal"
train,background_other__fsd50k__train__general__70345__0005.wav,background_other,background_other,fsd50k_general,FSD50K,train,70345,70345.wav,"Cupboard_open_or_close,Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__general__98853__0006.wav,background_other,background_other,fsd50k_general,FSD50K,train,98853,98853.wav,"Train,Rail_transport,Vehicle"
train,background_other__fsd50k__train__general__114448__0007.wav,background_other,background_other,fsd50k_general,FSD50K,train,114448,114448.wav,"Bird,Wild_animals,Animal"
train,background_other__fsd50k__train__general__250702__0008.wav,background_other,background_other,fsd50k_general,FSD50K,train,250702,250702.wav,"Zipper_(clothing),Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__general__376797__0009.wav,background_other,background_other,fsd50k_general,FSD50K,train,376797,376797.wav,"Waves_and_surf,Ocean,Water"
train,background_other__fsd50k__train__general__17445__0010.wav,background_other,background_other,fsd50k_general,FSD50K,train,17445,17445.wav,"Mechanical_fan,Mechanisms"
train,background_other__fsd50k__train__general__104932__0011.wav,background_other,background_other,fsd50k_general,FSD50K,train,104932,104932.wav,"Bird,Wild_animals,Animal"
train,background_other__fsd50k__train__general__397368__0012.wav,background_other,background_other,fsd50k_general,FSD50K,train,397368,397368.wav,"Train,Rail_transport,Vehicle"
train,background_other__fsd50k__train__general__410135__0013.wav,background_other,background_other,fsd50k_general,FSD50K,train,410135,410135.wav,"Idling,Engine_starting,Car,Motor_vehicle_(road),Vehicle,Engine"
train,background_other__fsd50k__train__general__131531__0014.wav,background_other,background_other,fsd50k_general,FSD50K,train,131531,131531.wav,"Zipper_(clothing),Domestic_sounds_and_home_sounds"
train,background_other__fsd50k__train__general__386554__0015.wav,background_other,background_other,fsd50k_general,FSD50K,train,386554,386554.wav,"Accelerating_and_revving_and_vroom,Engine"
train,dog_bark__fsd50k__dev__236165__0185__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236165,236165.wav,dog_bark
train,dog_bark__fsd50k__dev__118961__0025__r0.wav,hazard_any,dog_bark,,FSD50K,dev,118961,118961.wav,dog_bark
train,dog_bark__fsd50k__dev__236167__0187__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236167,236167.wav,dog_bark
train,dog_bark__fsd50k__dev__236157__0179__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236157,236157.wav,dog_bark
train,dog_bark__fsd50k__dev__236119__0145__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236119,236119.wav,dog_bark
train,dog_bark__fsd50k__dev__236042__0085__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236042,236042.wav,dog_bark
train,dog_bark__fsd50k__dev__236019__0066__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236019,236019.wav,dog_bark
train,dog_bark__fsd50k__dev__236085__0118__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236085,236085.wav,dog_bark
train,dog_bark__esc50__fold_2__117271__0011__r0.wav,hazard_any,dog_bark,,ESC-50,fold_2,117271,2-117271-A-0.wav,dog_bark
train,dog_bark__esc50__fold_1__30226__0002__r0.wav,hazard_any,dog_bark,,ESC-50,fold_1,30226,1-30226-A-0.wav,dog_bark
train,dog_bark__esc50__fold_3__144028__0017__r0.wav,hazard_any,dog_bark,,ESC-50,fold_3,144028,3-144028-A-0.wav,dog_bark
train,dog_bark__fsd50k__dev__183992__0045__r0.wav,hazard_any,dog_bark,,FSD50K,dev,183992,183992.wav,dog_bark
train,dog_bark__esc50__fold_2__114587__0009__r0.wav,hazard_any,dog_bark,,ESC-50,fold_2,114587,2-114587-A-0.wav,dog_bark
train,dog_bark__fsd50k__dev__125554__0029__r0.wav,hazard_any,dog_bark,,FSD50K,dev,125554,125554.wav,dog_bark
train,dog_bark__fsd50k__dev__160094__0041__r0.wav,hazard_any,dog_bark,,FSD50K,dev,160094,160094.wav,dog_bark
train,dog_bark__fsd50k__dev__235886__0059__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235886,235886.wav,dog_bark
train,dog_bark__fsd50k__dev__236060__0103__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236060,236060.wav,dog_bark
train,dog_bark__fsd50k__dev__160093__0040__r0.wav,hazard_any,dog_bark,,FSD50K,dev,160093,160093.wav,dog_bark
train,dog_bark__fsd50k__dev__236146__0169__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236146,236146.wav,dog_bark
train,dog_bark__fsd50k__dev__235864__0051__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235864,235864.wav,dog_bark
train,dog_bark__fsd50k__dev__236097__0128__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236097,236097.wav,dog_bark
train,dog_bark__fsd50k__dev__236125__0150__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236125,236125.wav,dog_bark
train,dog_bark__fsd50k__dev__236163__0183__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236163,236163.wav,dog_bark
train,dog_bark__fsd50k__dev__236077__0115__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236077,236077.wav,dog_bark
train,dog_bark__fsd50k__dev__236159__0181__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236159,236159.wav,dog_bark
train,dog_bark__fsd50k__dev__164488__0043__r0.wav,hazard_any,dog_bark,,FSD50K,dev,164488,164488.wav,dog_bark
train,dog_bark__fsd50k__dev__236095__0126__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236095,236095.wav,dog_bark
train,dog_bark__fsd50k__dev__236021__0068__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236021,236021.wav,dog_bark
train,dog_bark__fsd50k__dev__236047__0090__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236047,236047.wav,dog_bark
train,dog_bark__fsd50k__dev__236166__0186__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236166,236166.wav,dog_bark
train,dog_bark__fsd50k__dev__137803__0032__r0.wav,hazard_any,dog_bark,,FSD50K,dev,137803,137803.wav,dog_bark
train,dog_bark__fsd50k__dev__236101__0132__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236101,236101.wav,dog_bark
train,dog_bark__fsd50k__dev__236172__0191__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236172,236172.wav,dog_bark
train,dog_bark__fsd50k__dev__118962__0026__r0.wav,hazard_any,dog_bark,,FSD50K,dev,118962,118962.wav,dog_bark
train,dog_bark__fsd50k__dev__155312__0035__r0.wav,hazard_any,dog_bark,,FSD50K,dev,155312,155312.wav,dog_bark
train,dog_bark__fsd50k__dev__236162__0182__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236162,236162.wav,dog_bark
train,dog_bark__fsd50k__dev__160092__0039__r0.wav,hazard_any,dog_bark,,FSD50K,dev,160092,160092.wav,dog_bark
train,dog_bark__fsd50k__dev__235865__0052__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235865,235865.wav,dog_bark
train,dog_bark__fsd50k__dev__236164__0184__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236164,236164.wav,dog_bark
train,dog_bark__fsd50k__dev__236084__0117__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236084,236084.wav,dog_bark
train,dog_bark__fsd50k__dev__130030__0031__r0.wav,hazard_any,dog_bark,,FSD50K,dev,130030,130030.wav,dog_bark
train,dog_bark__fsd50k__dev__236170__0189__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236170,236170.wav,dog_bark
train,dog_bark__fsd50k__dev__236039__0082__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236039,236039.wav,dog_bark
train,dog_bark__fsd50k__dev__114280__0024__r0.wav,hazard_any,dog_bark,,FSD50K,dev,114280,114280.wav,dog_bark
train,dog_bark__fsd50k__dev__236105__0133__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236105,236105.wav,dog_bark
train,dog_bark__fsd50k__dev__235872__0056__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235872,235872.wav,dog_bark
train,dog_bark__fsd50k__dev__236111__0139__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236111,236111.wav,dog_bark
train,dog_bark__fsd50k__dev__236089__0122__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236089,236089.wav,dog_bark
train,dog_bark__fsd50k__dev__236016__0063__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236016,236016.wav,dog_bark
train,dog_bark__fsd50k__dev__236148__0171__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236148,236148.wav,dog_bark
train,dog_bark__esc50__fold_1__32318__0004__r0.wav,hazard_any,dog_bark,,ESC-50,fold_1,32318,1-32318-A-0.wav,dog_bark
train,dog_bark__esc50__fold_3__163459__0020__r0.wav,hazard_any,dog_bark,,ESC-50,fold_3,163459,3-163459-A-0.wav,dog_bark
train,dog_bark__fsd50k__dev__236030__0075__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236030,236030.wav,dog_bark
train,dog_bark__fsd50k__dev__236076__0114__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236076,236076.wav,dog_bark
train,dog_bark__esc50__fold_1__59513__0005__r0.wav,hazard_any,dog_bark,,ESC-50,fold_1,59513,1-59513-A-0.wav,dog_bark
train,dog_bark__fsd50k__dev__236118__0144__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236118,236118.wav,dog_bark
train,dog_bark__fsd50k__dev__236171__0190__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236171,236171.wav,dog_bark
train,dog_bark__fsd50k__dev__236046__0089__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236046,236046.wav,dog_bark
train,dog_bark__fsd50k__dev__236156__0178__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236156,236156.wav,dog_bark
train,dog_bark__fsd50k__dev__236056__0099__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236056,236056.wav,dog_bark
train,dog_bark__fsd50k__dev__236099__0130__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236099,236099.wav,dog_bark
train,dog_bark__fsd50k__dev__236051__0094__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236051,236051.wav,dog_bark
train,dog_bark__fsd50k__dev__236068__0110__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236068,236068.wav,dog_bark
train,dog_bark__fsd50k__dev__236129__0154__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236129,236129.wav,dog_bark
train,dog_bark__fsd50k__dev__236088__0121__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236088,236088.wav,dog_bark
train,dog_bark__fsd50k__dev__236057__0100__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236057,236057.wav,dog_bark
train,dog_bark__fsd50k__dev__234030__0050__r0.wav,hazard_any,dog_bark,,FSD50K,dev,234030,234030.wav,dog_bark
train,dog_bark__fsd50k__dev__235869__0054__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235869,235869.wav,dog_bark
train,dog_bark__fsd50k__dev__236011__0061__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236011,236011.wav,dog_bark
train,dog_bark__fsd50k__dev__235884__0057__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235884,235884.wav,dog_bark
train,dog_bark__fsd50k__dev__155309__0033__r0.wav,hazard_any,dog_bark,,FSD50K,dev,155309,155309.wav,dog_bark
train,dog_bark__fsd50k__dev__235871__0055__r0.wav,hazard_any,dog_bark,,FSD50K,dev,235871,235871.wav,dog_bark
train,dog_bark__fsd50k__dev__236064__0106__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236064,236064.wav,dog_bark
train,dog_bark__fsd50k__dev__236127__0152__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236127,236127.wav,dog_bark
train,dog_bark__fsd50k__dev__236026__0071__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236026,236026.wav,dog_bark
train,dog_bark__fsd50k__dev__236135__0159__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236135,236135.wav,dog_bark
train,dog_bark__fsd50k__dev__236031__0076__r0.wav,hazard_any,dog_bark,,FSD50K,dev,236031,236031.wav,dog_bark
train,glass_breaking__fsd50k__dev__108408__0028__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,108408,108408.wav,glass_breaking
train,glass_breaking__fsd50k__dev__152754__0069__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,152754,152754.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179237__0157__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179237,179237.wav,glass_breaking
train,glass_breaking__fsd50k__dev__118199__0038__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,118199,118199.wav,glass_breaking
train,glass_breaking__esc50__fold_1__84704__0002__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_1,84704,1-84704-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__164539__0093__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,164539,164539.wav,glass_breaking
train,glass_breaking__fsd50k__dev__159003__0081__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,159003,159003.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179172__0142__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179172,179172.wav,glass_breaking
train,glass_breaking__fsd50k__dev__140613__0052__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,140613,140613.wav,glass_breaking
train,glass_breaking__fsd50k__dev__178582__0140__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,178582,178582.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179251__0164__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179251,179251.wav,glass_breaking
train,glass_breaking__fsd50k__dev__158991__0076__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,158991,158991.wav,glass_breaking
train,glass_breaking__fsd50k__dev__15394__0072__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,15394,15394.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179241__0160__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179241,179241.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173607__0119__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173607,173607.wav,glass_breaking
train,glass_breaking__fsd50k__dev__176650__0138__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,176650,176650.wav,glass_breaking
train,glass_breaking__esc50__fold_1__84705__0003__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_1,84705,1-84705-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__11585__0036__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,11585,11585.wav,glass_breaking
train,glass_breaking__esc50__fold_2__173607__0013__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_2,173607,2-173607-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173613__0124__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173613,173613.wav,glass_breaking
train,glass_breaking__esc50__fold_2__112213__0009__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_2,112213,2-112213-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__145558__0060__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,145558,145558.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179249__0162__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179249,179249.wav,glass_breaking
train,glass_breaking__fsd50k__dev__176227__0137__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,176227,176227.wav,glass_breaking
train,glass_breaking__fsd50k__dev__151305__0067__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,151305,151305.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173619__0127__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173619,173619.wav,glass_breaking
train,glass_breaking__fsd50k__dev__126531__0046__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,126531,126531.wav,glass_breaking
train,glass_breaking__fsd50k__dev__194684__0182__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,194684,194684.wav,glass_breaking
train,glass_breaking__fsd50k__dev__114193__0032__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,114193,114193.wav,glass_breaking
train,glass_breaking__fsd50k__dev__126877__0047__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,126877,126877.wav,glass_breaking
train,glass_breaking__fsd50k__dev__114374__0035__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,114374,114374.wav,glass_breaking
train,glass_breaking__fsd50k__dev__164328__0089__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,164328,164328.wav,glass_breaking
train,glass_breaking__esc50__fold_2__173618__0014__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_2,173618,2-173618-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__166732__0097__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,166732,166732.wav,glass_breaking
train,glass_breaking__fsd50k__dev__192060__0178__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,192060,192060.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179232__0152__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179232,179232.wav,glass_breaking
train,glass_breaking__fsd50k__dev__158995__0078__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,158995,158995.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179234__0154__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179234,179234.wav,glass_breaking
train,glass_breaking__fsd50k__dev__135699__0051__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,135699,135699.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173560__0101__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173560,173560.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173591__0108__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173591,173591.wav,glass_breaking
train,glass_breaking__fsd50k__dev__145562__0062__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,145562,145562.wav,glass_breaking
train,glass_breaking__esc50__fold_3__216280__0021__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_3,216280,3-216280-A-39.wav,glass_breaking
train,glass_breaking__esc50__fold_1__88807__0006__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_1,88807,1-88807-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173577__0103__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173577,173577.wav,glass_breaking
train,glass_breaking__fsd50k__dev__100733__0024__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,100733,100733.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179267__0169__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179267,179267.wav,glass_breaking
train,glass_breaking__fsd50k__dev__174749__0132__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,174749,174749.wav,glass_breaking
train,glass_breaking__fsd50k__dev__152758__0070__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,152758,152758.wav,glass_breaking
train,glass_breaking__fsd50k__dev__152753__0068__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,152753,152753.wav,glass_breaking
train,glass_breaking__fsd50k__dev__164332__0092__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,164332,164332.wav,glass_breaking
train,glass_breaking__fsd50k__dev__114371__0034__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,114371,114371.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179239__0158__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179239,179239.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173557__0098__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173557,173557.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173581__0106__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173581,173581.wav,glass_breaking
train,glass_breaking__fsd50k__dev__188225__0172__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,188225,188225.wav,glass_breaking
train,glass_breaking__fsd50k__dev__163731__0088__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,163731,163731.wav,glass_breaking
train,glass_breaking__fsd50k__dev__100738__0025__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,100738,100738.wav,glass_breaking
train,glass_breaking__fsd50k__dev__173623__0130__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,173623,173623.wav,glass_breaking
train,glass_breaking__fsd50k__dev__159004__0082__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,159004,159004.wav,glass_breaking
train,glass_breaking__fsd50k__dev__194685__0183__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,194685,194685.wav,glass_breaking
train,glass_breaking__esc50__fold_1__977__0007__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_1,977,1-977-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179250__0163__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179250,179250.wav,glass_breaking
train,glass_breaking__fsd50k__dev__140616__0053__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,140616,140616.wav,glass_breaking
train,glass_breaking__fsd50k__dev__194657__0179__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,194657,194657.wav,glass_breaking
train,glass_breaking__esc50__fold_3__203375__0019__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_3,203375,3-203375-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__195624__0186__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,195624,195624.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179227__0147__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179227,179227.wav,glass_breaking
train,glass_breaking__fsd50k__dev__14363__0058__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,14363,14363.wav,glass_breaking
train,glass_breaking__esc50__fold_2__173559__0012__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_2,173559,2-173559-A-39.wav,glass_breaking
train,glass_breaking__fsd50k__dev__188903__0176__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,188903,188903.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179233__0153__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179233,179233.wav,glass_breaking
train,glass_breaking__fsd50k__dev__164329__0090__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,164329,164329.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179236__0156__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179236,179236.wav,glass_breaking
train,glass_breaking__fsd50k__dev__148075__0066__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,148075,148075.wav,glass_breaking
train,glass_breaking__fsd50k__dev__179263__0166__r0.wav,hazard_any,glass_breaking,,FSD50K,dev,179263,179263.wav,glass_breaking
train,glass_breaking__esc50__fold_2__112213__0010__r0.wav,hazard_any,glass_breaking,,ESC-50,fold_2,112213,2-112213-B-39.wav,glass_breaking
train,gunshot_gunfire__fsd50k__dev__255272__0148__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,255272,255272.wav,gunshot_gunfire
train,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,hazard_any,gunshot_gunfire,,FSD50K,dev,127846,127846.wav,gunshot_gunfire
