filename,category,source_dataset,source_id,source_group,source_filename,source_sha256,derived_sha256,variant_index,event_time_s,previous_event_time_s,event_detector,sample_rate_hz,duration_s,seed,transform_name,event_offset_s,source_left_padding_samples,source_right_padding_samples,boundary_policy,gain_db,speed_factor,highpass_hz,lowpass_hz,compression_drive,signal_to_noise_db,background_scale,background_file,background_category,background_source_group,limiter_gain,output_peak_dbfs,output_rms_dbfs
gunshot_gunfire__fsd50k__dev__108043__0004__r0__aug5.wav,gunshot_gunfire,FSD50K,108043,freesound:108043,gunshot_gunfire__fsd50k__dev__108043__0004__r0.wav,e29ad141c2f9eba15210a0e3212b616fc47f282e6a47a0a186b6e5559f81f708,ca263fe9d69151af50f933f27263af50129f92b834fa220fd750110abe5be1a5,5,0.157166,0.1422,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.228996,3168,0,zero_pad_without_source_sample_loss,-0.1511,1.0,,,1.39348,20.8415,0.06199363,2-155801-A-11.wav,sea_waves,esc50:155801,0.8964782,-1.0,-22.4681
gunshot_gunfire__fsd50k__dev__108044__0005__r0__aug0.wav,gunshot_gunfire,FSD50K,108044,freesound:108044,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,e305207f7260ea80ead03a87db7bd45c0033e256662b94cc92b82e03a87de4c1,79f6f34153c9e111e0095e42bb7b47bbdc17a2134002493bf05a585d758720fb,0,1.663741,2.247415,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.189416,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89895991,-1.0,-26.2696
gunshot_gunfire__fsd50k__dev__108044__0005__r0__aug1.wav,gunshot_gunfire,FSD50K,108044,freesound:108044,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,e305207f7260ea80ead03a87db7bd45c0033e256662b94cc92b82e03a87de4c1,61c96edb2116f30b4feae475228323736c77bd9b18d60d90a841b357023ab34d,1,1.663741,2.247415,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.367571,0,0,zero_pad_without_source_sample_loss,-4.6057,1.0,,,1.0,,,,,,1.0,-4.6805,-29.8884
gunshot_gunfire__fsd50k__dev__108044__0005__r0__aug2.wav,gunshot_gunfire,FSD50K,108044,freesound:108044,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,e305207f7260ea80ead03a87db7bd45c0033e256662b94cc92b82e03a87de4c1,e4eb5e16a81afae7d15d0bb316dfb6d2961b89c2707146f34eddd5f32d922d31,2,1.663741,2.247415,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.327189,0,0,zero_pad_without_source_sample_loss,2.0728,1.0,,,1.0,28.044,0.12063313,2-54961-A-23.wav,breathing,esc50:54961,0.70633741,-1.0,-26.2566
gunshot_gunfire__fsd50k__dev__108044__0005__r0__aug3.wav,gunshot_gunfire,FSD50K,108044,freesound:108044,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,e305207f7260ea80ead03a87db7bd45c0033e256662b94cc92b82e03a87de4c1,d9aa378236745628faa8ce632e685cbbb7b53600dad4c317145d93a40d32d2b9,3,1.663741,2.247415,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.262931,0,0,zero_pad_without_source_sample_loss,3.3817,1.0,117.705,6521.573,1.0,23.2968,0.05294189,3-144827-B-11.wav,sea_waves,esc50:144827,0.47060944,-1.0,-28.6144
gunshot_gunfire__fsd50k__dev__108044__0005__r0__aug4.wav,gunshot_gunfire,FSD50K,108044,freesound:108044,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,e305207f7260ea80ead03a87db7bd45c0033e256662b94cc92b82e03a87de4c1,c21ba9c0910d1fee71a6fada82bb398100b6eb59e0e4b76ea697bb54db045340,4,1.663741,2.247415,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.282278,0,0,zero_pad_without_source_sample_loss,-3.1047,1.019524,,,1.0,,,,,,1.0,-3.0688,-28.5219
gunshot_gunfire__fsd50k__dev__108044__0005__r0__aug5.wav,gunshot_gunfire,FSD50K,108044,freesound:108044,gunshot_gunfire__fsd50k__dev__108044__0005__r0.wav,e305207f7260ea80ead03a87db7bd45c0033e256662b94cc92b82e03a87de4c1,e789311f7262dfd35b0bc908e6f9d3183b2ad1e7586a8b189718c61cc3adc522,5,1.663741,2.247415,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.259802,0,0,zero_pad_without_source_sample_loss,1.7607,1.0,,,1.15483,23.2397,0.10365551,2-133863-A-11.wav,sea_waves,esc50:133863,0.82351769,-1.0,-23.5364
gunshot_gunfire__fsd50k__dev__108045__0006__r0__aug0.wav,gunshot_gunfire,FSD50K,108045,freesound:108045,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,a413956061341b6eec9a07aaa132f1e1d89daf92c47ceb8d3b19d8b7e2a10830,e7d16b3d1f6fc754ad8130750f2dcd69d55ba39a1087301757ba51dc9a37ce59,0,0.516349,0.935397,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.367486,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.90015136,-1.0,-24.9694
gunshot_gunfire__fsd50k__dev__108045__0006__r0__aug1.wav,gunshot_gunfire,FSD50K,108045,freesound:108045,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,a413956061341b6eec9a07aaa132f1e1d89daf92c47ceb8d3b19d8b7e2a10830,3f4fbbe597ba1523544fd7b98a73a99667459e8721ff256dcfc3b23f509a3f88,1,0.516349,0.935397,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.348895,0,0,zero_pad_without_source_sample_loss,1.9875,1.0,,,1.0,,,,,,0.71604891,-1.0,-24.9701
gunshot_gunfire__fsd50k__dev__108045__0006__r0__aug2.wav,gunshot_gunfire,FSD50K,108045,freesound:108045,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,a413956061341b6eec9a07aaa132f1e1d89daf92c47ceb8d3b19d8b7e2a10830,2f05654c237963e977a7d13eb0bd43b40563ccfc59872f0d526ccc61fe2281e3,2,0.516349,0.935397,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.211048,0,0,zero_pad_without_source_sample_loss,3.2274,1.0,,,1.0,19.8044,1.08679902,3-143933-A-38.wav,clock_tick,esc50:143933,0.62196585,-1.0,-24.9112
gunshot_gunfire__fsd50k__dev__108045__0006__r0__aug3.wav,gunshot_gunfire,FSD50K,108045,freesound:108045,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,a413956061341b6eec9a07aaa132f1e1d89daf92c47ceb8d3b19d8b7e2a10830,c087407df8369e7c727f220545b927e6c342d9318e7dfc7f67ede944e74dce99,3,0.516349,0.935397,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.328082,0,0,zero_pad_without_source_sample_loss,3.2459,1.0,149.809,6578.436,1.0,26.274,0.41195859,1-57163-A-38.wav,clock_tick,esc50:57163,0.58266691,-1.0,-25.5539
gunshot_gunfire__fsd50k__dev__108045__0006__r0__aug4.wav,gunshot_gunfire,FSD50K,108045,freesound:108045,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,a413956061341b6eec9a07aaa132f1e1d89daf92c47ceb8d3b19d8b7e2a10830,a260ef80d95f08569cb7f3954a5eab8a852d33e178c41e1e046bce29025e15df,4,0.516349,0.935397,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.257445,0,0,zero_pad_without_source_sample_loss,2.867,1.011871,,,1.0,,,,,,0.64583201,-1.0,-25.0352
gunshot_gunfire__fsd50k__dev__108045__0006__r0__aug5.wav,gunshot_gunfire,FSD50K,108045,freesound:108045,gunshot_gunfire__fsd50k__dev__108045__0006__r0.wav,a413956061341b6eec9a07aaa132f1e1d89daf92c47ceb8d3b19d8b7e2a10830,306e56db971cd15eaa8cdddfe2766d828909f3f45b508a6f0bd57fae8a8a52ce,5,0.516349,0.935397,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.26423,0,0,zero_pad_without_source_sample_loss,-3.4831,1.0,,,1.12749,28.654,0.0126,1-39901-A-11.wav,sea_waves,esc50:39901,1.0,-2.1468,-25.005
gunshot_gunfire__fsd50k__dev__108046__0007__r0__aug0.wav,gunshot_gunfire,FSD50K,108046,freesound:108046,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,f20f884f7fc1cfe6c3811d4f33e405395e790b8d9b179a93f5dcd2fd159db9ae,790546e5f0e2318a5c6d7210dd922cedb905344c41ee339df2e868ceeff11db5,0,0.241973,0.830635,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.336608,4173,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-4.2624,-29.7879
gunshot_gunfire__fsd50k__dev__108046__0007__r0__aug1.wav,gunshot_gunfire,FSD50K,108046,freesound:108046,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,f20f884f7fc1cfe6c3811d4f33e405395e790b8d9b179a93f5dcd2fd159db9ae,dcfdba9ed4f7951f74ca139611c5076a4d4274736440f0e02faac45f7de79052,1,0.241973,0.830635,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.216926,0,0,zero_pad_without_source_sample_loss,-5.0635,1.0,,,1.0,,,,,,1.0,-9.3259,-34.7949
gunshot_gunfire__fsd50k__dev__108046__0007__r0__aug2.wav,gunshot_gunfire,FSD50K,108046,freesound:108046,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,f20f884f7fc1cfe6c3811d4f33e405395e790b8d9b179a93f5dcd2fd159db9ae,32fd3da7a4ef3bc8b539baf61fb0a2874959ec2fbfc67ac2d51de3c89977b9f8,2,0.241973,0.830635,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.229229,0,0,zero_pad_without_source_sample_loss,2.5376,1.0,,,1.0,24.0407,0.12838059,2-84965-A-23.wav,breathing,esc50:84965,1.0,-1.7112,-27.166
gunshot_gunfire__fsd50k__dev__108046__0007__r0__aug3.wav,gunshot_gunfire,FSD50K,108046,freesound:108046,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,f20f884f7fc1cfe6c3811d4f33e405395e790b8d9b179a93f5dcd2fd159db9ae,6c59bf322d2e87cfec447ed2567465727f1a82ac29e3dca8ff6b1daaf9d7b9d3,3,0.241973,0.830635,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.229433,0,0,zero_pad_without_source_sample_loss,2.6353,1.0,165.017,6731.524,1.0,24.6117,0.03112958,2-124662-A-11.wav,sea_waves,esc50:124662,1.0,-1.5821,-27.3247
gunshot_gunfire__fsd50k__dev__108046__0007__r0__aug4.wav,gunshot_gunfire,FSD50K,108046,freesound:108046,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,f20f884f7fc1cfe6c3811d4f33e405395e790b8d9b179a93f5dcd2fd159db9ae,5a39bc781618207209f7bd663a9e24e931e5b343338bd98a2a8d084b4246a2b4,4,0.241973,0.830635,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.366383,5486,0,zero_pad_without_source_sample_loss,3.8935,1.003042,,,1.0,,,,,,0.92843512,-1.0,-26.5854
gunshot_gunfire__fsd50k__dev__108046__0007__r0__aug5.wav,gunshot_gunfire,FSD50K,108046,freesound:108046,gunshot_gunfire__fsd50k__dev__108046__0007__r0.wav,f20f884f7fc1cfe6c3811d4f33e405395e790b8d9b179a93f5dcd2fd159db9ae,bf23215e5f57175408b75ab9c6bf1fc1c11aac82d6f84885a320def9aa6aebcf,5,0.241973,0.830635,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.351695,4839,0,zero_pad_without_source_sample_loss,-3.3264,1.0,,,1.36068,17.7958,0.02568787,1-30709-B-23.wav,breathing,esc50:30709,1.0,-4.5991,-29.5412
gunshot_gunfire__fsd50k__dev__108047__0008__r0__aug0.wav,gunshot_gunfire,FSD50K,108047,freesound:108047,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,1dd94f0f219dbf4ca36cbd9af096b695b25fcb414e85dc1615be26563a482c81,71f35636e514bc9f680707626ec75bda17079cffa76cb067bc69d8e5e86f2dc6,0,0.513855,0.501383,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.195993,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.95389701,-1.0,-26.0746
gunshot_gunfire__fsd50k__dev__108047__0008__r0__aug1.wav,gunshot_gunfire,FSD50K,108047,freesound:108047,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,1dd94f0f219dbf4ca36cbd9af096b695b25fcb414e85dc1615be26563a482c81,b57059d6078cc7316368eb3ca9011282d7c252441c548a9e0b518af05a73f13f,1,0.513855,0.501383,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.322415,0,0,zero_pad_without_source_sample_loss,2.0361,1.0,,,1.0,,,,,,0.75456738,-1.0,-26.0809
gunshot_gunfire__fsd50k__dev__108047__0008__r0__aug2.wav,gunshot_gunfire,FSD50K,108047,freesound:108047,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,1dd94f0f219dbf4ca36cbd9af096b695b25fcb414e85dc1615be26563a482c81,2d29f923075a13db4688096efa6d818d25a3a5c03a8a390a3389e07dec6bc9d2,2,0.513855,0.501383,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.341394,0,0,zero_pad_without_source_sample_loss,0.571,1.0,,,1.0,21.7373,0.11110986,2-132157-A-11.wav,sea_waves,esc50:132157,0.88682611,-1.0,-26.1291
gunshot_gunfire__fsd50k__dev__108047__0008__r0__aug3.wav,gunshot_gunfire,FSD50K,108047,freesound:108047,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,1dd94f0f219dbf4ca36cbd9af096b695b25fcb414e85dc1615be26563a482c81,096ecd3bfe0225880ca78c97d65e6380b9d292c7c6eb999d37b311d8639d6ebb,3,0.513855,0.501383,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.245746,0,0,zero_pad_without_source_sample_loss,-3.8594,1.0,158.151,7335.098,1.0,28.4529,0.01181312,3-151269-A-35.wav,washing_machine,esc50:151269,1.0,-5.0542,-29.7704
gunshot_gunfire__fsd50k__dev__108047__0008__r0__aug4.wav,gunshot_gunfire,FSD50K,108047,freesound:108047,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,1dd94f0f219dbf4ca36cbd9af096b695b25fcb414e85dc1615be26563a482c81,296d0249fae9faab7a5e4f8031d35480a8676bebec1d8bc0c65a6361544b06ce,4,0.513855,0.501383,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.236557,0,0,zero_pad_without_source_sample_loss,-0.1692,0.996288,,,1.0,,,,,,0.96527035,-1.0,-26.1184
gunshot_gunfire__fsd50k__dev__108047__0008__r0__aug5.wav,gunshot_gunfire,FSD50K,108047,freesound:108047,gunshot_gunfire__fsd50k__dev__108047__0008__r0.wav,1dd94f0f219dbf4ca36cbd9af096b695b25fcb414e85dc1615be26563a482c81,088b72ac6996c6c5e0174cc7d092039cbfc994d1b460f5f376b8e6085e7f3d5f,5,0.513855,0.501383,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.365547,0,0,zero_pad_without_source_sample_loss,-3.2309,1.0,,,1.23657,26.7338,0.16669565,1-62849-A-38.wav,clock_tick,esc50:62849,1.0,-2.1139,-25.8497
gunshot_gunfire__fsd50k__dev__118450__0009__r0__aug0.wav,gunshot_gunfire,FSD50K,118450,freesound:118450,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,c7e625f0db9cd6e11d29f3c4846c0d064b31f5d4c9730e1c5e9d8a468d785a7e,b32877ba90887039fe071d60b3cad25c44626e81b6cbcff3a3c36b5cb6014ab8,0,0.039932,1.139932,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.370025,14557,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-1.6301,-20.1687
gunshot_gunfire__fsd50k__dev__118450__0009__r0__aug1.wav,gunshot_gunfire,FSD50K,118450,freesound:118450,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,c7e625f0db9cd6e11d29f3c4846c0d064b31f5d4c9730e1c5e9d8a468d785a7e,51aa1654b14189f2fc26bafc42667277fc198b61b842a3fc760eec36ae3ca74d,1,0.039932,1.139932,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.22693,8247,0,zero_pad_without_source_sample_loss,4.4164,1.0,,,1.0,,,,,,0.64667496,-1.0,-19.4842
gunshot_gunfire__fsd50k__dev__118450__0009__r0__aug2.wav,gunshot_gunfire,FSD50K,118450,freesound:118450,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,c7e625f0db9cd6e11d29f3c4846c0d064b31f5d4c9730e1c5e9d8a468d785a7e,ab01da9730334898ac39a39399a486ee65f7771b9a59e68fe73fd585a242a51d,2,0.039932,1.139932,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.209226,7466,0,zero_pad_without_source_sample_loss,-3.422,1.0,,,1.0,25.8794,0.10926037,1-21934-A-38.wav,clock_tick,esc50:21934,1.0,-5.0449,-23.5286
gunshot_gunfire__fsd50k__dev__118450__0009__r0__aug3.wav,gunshot_gunfire,FSD50K,118450,freesound:118450,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,c7e625f0db9cd6e11d29f3c4846c0d064b31f5d4c9730e1c5e9d8a468d785a7e,2a580f5b84868de91a7832e5fa2001c104150173f01c188b702b27972961eec0,3,0.039932,1.139932,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.286284,10864,0,zero_pad_without_source_sample_loss,2.0427,1.0,133.337,7275.693,1.0,21.6329,0.54566124,3-171012-A-38.wav,clock_tick,esc50:171012,0.82971015,-1.0,-22.476
gunshot_gunfire__fsd50k__dev__118450__0009__r0__aug4.wav,gunshot_gunfire,FSD50K,118450,freesound:118450,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,c7e625f0db9cd6e11d29f3c4846c0d064b31f5d4c9730e1c5e9d8a468d785a7e,218e7a60eac21339af24b2985f770231b32917547febaa01fa8e83d8a69ac34e,4,0.039932,1.139932,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.257627,9600,0,zero_pad_without_source_sample_loss,-4.3455,0.994901,,,1.0,,,,,,1.0,-5.9763,-24.4439
gunshot_gunfire__fsd50k__dev__118450__0009__r0__aug5.wav,gunshot_gunfire,FSD50K,118450,freesound:118450,gunshot_gunfire__fsd50k__dev__118450__0009__r0.wav,c7e625f0db9cd6e11d29f3c4846c0d064b31f5d4c9730e1c5e9d8a468d785a7e,da049cbc50a9d342f267d2a4efa2e027cb75c9491e0c314aa60a8b308038484c,5,0.039932,1.139932,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.296502,11315,0,zero_pad_without_source_sample_loss,4.3892,1.0,,,1.35458,27.137,0.26329085,3-156391-A-35.wav,washing_machine,esc50:156391,0.81813409,-1.0,-15.004
gunshot_gunfire__fsd50k__dev__127846__0010__r0__aug0.wav,gunshot_gunfire,FSD50K,127846,freesound:127846,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,529f7862233915bab90e4543228187e489c56ccba2b2ee18facdaaf8b5a41e61,7c69085c9f90bf705c69b31424596b9f099e2140257fff37b46aa5b44a5ddf2c,0,1.100023,1.080068,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.363645,0,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,1.0,-2.6697,-15.0831
gunshot_gunfire__fsd50k__dev__127846__0010__r0__aug1.wav,gunshot_gunfire,FSD50K,127846,freesound:127846,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,529f7862233915bab90e4543228187e489c56ccba2b2ee18facdaaf8b5a41e61,f7f89f00868718028867cae5049a364ebbdbda30652af92bf4550932f211bb30,1,1.100023,1.080068,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.256295,0,0,zero_pad_without_source_sample_loss,-3.665,1.0,,,1.0,,,,,,1.0,-6.3348,-18.6512
gunshot_gunfire__fsd50k__dev__127846__0010__r0__aug2.wav,gunshot_gunfire,FSD50K,127846,freesound:127846,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,529f7862233915bab90e4543228187e489c56ccba2b2ee18facdaaf8b5a41e61,ff10300b5f404796806650430bc474b94d98661c72abdfb081a280cabdaaae06,2,1.100023,1.080068,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.274372,0,0,zero_pad_without_source_sample_loss,0.4303,1.0,,,1.0,17.4707,1.7397365,2-109316-A-32.wav,keyboard_typing,esc50:109316,1.0,-1.14,-14.5814
gunshot_gunfire__fsd50k__dev__127846__0010__r0__aug3.wav,gunshot_gunfire,FSD50K,127846,freesound:127846,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,529f7862233915bab90e4543228187e489c56ccba2b2ee18facdaaf8b5a41e61,a0123f919c8f5f0ec1cafd414b0ddf3c5138f6251a28e5a2178a1504013eb462,3,1.100023,1.080068,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.206619,0,0,zero_pad_without_source_sample_loss,0.8643,1.0,135.144,8596.941,1.0,26.9244,0.15143315,2-118459-A-32.wav,keyboard_typing,esc50:118459,1.0,-3.1245,-18.8696
gunshot_gunfire__fsd50k__dev__127846__0010__r0__aug4.wav,gunshot_gunfire,FSD50K,127846,freesound:127846,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,529f7862233915bab90e4543228187e489c56ccba2b2ee18facdaaf8b5a41e61,0ba93e01abeef920257a624138a7f5f485e469ad96a6312bfdd9ad9d7b69eb37,4,1.100023,1.080068,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.221672,0,0,zero_pad_without_source_sample_loss,-4.3869,0.994573,,,1.0,,,,,,1.0,-7.0512,-19.3495
gunshot_gunfire__fsd50k__dev__127846__0010__r0__aug5.wav,gunshot_gunfire,FSD50K,127846,freesound:127846,gunshot_gunfire__fsd50k__dev__127846__0010__r0.wav,529f7862233915bab90e4543228187e489c56ccba2b2ee18facdaaf8b5a41e61,9de1701c19c3c6643a1637b02854eb08327447f6c7689cbfdc2585cf4285b680,5,1.100023,1.080068,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.319769,0,0,zero_pad_without_source_sample_loss,0.671,1.0,,,1.26649,22.4618,2.57191549,2-141584-A-38.wav,clock_tick,esc50:141584,0.99209911,-1.0,-11.6
gunshot_gunfire__fsd50k__dev__128293__0011__r0__aug0.wav,gunshot_gunfire,FSD50K,128293,freesound:128293,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,f3cb1817cf02f3fa71603f54a0fd005885a501d7fdb96c13d188d807ccb694d7,2e556fe4a8fc40d30842ae3159a5e46cabbee0a573fa32b0e1d93fd5d755cbe7,0,0.01,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.203161,8518,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-12.4844
gunshot_gunfire__fsd50k__dev__128293__0011__r0__aug1.wav,gunshot_gunfire,FSD50K,128293,freesound:128293,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,f3cb1817cf02f3fa71603f54a0fd005885a501d7fdb96c13d188d807ccb694d7,c4976976b3a8908d7f2c3f0b2a93012c3d4da1f357de0eba056376d9ce797f6c,1,0.01,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.24956,10565,0,zero_pad_without_source_sample_loss,4.9799,1.0,,,1.0,,,,,,0.50234961,-1.0,-12.4852
gunshot_gunfire__fsd50k__dev__128293__0011__r0__aug2.wav,gunshot_gunfire,FSD50K,128293,freesound:128293,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,f3cb1817cf02f3fa71603f54a0fd005885a501d7fdb96c13d188d807ccb694d7,aa99b22ea762ee6efe973254b6bdfbe6ff907ce95cab7d01f5a9d1f2474982c7,2,0.01,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain_background,0.328205,14033,0,zero_pad_without_source_sample_loss,-0.7295,1.0,,,1.0,20.3755,2.8103865,2-141584-A-38.wav,clock_tick,esc50:141584,0.95001806,-1.0,-12.6228
gunshot_gunfire__fsd50k__dev__128293__0011__r0__aug3.wav,gunshot_gunfire,FSD50K,128293,freesound:128293,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,f3cb1817cf02f3fa71603f54a0fd005885a501d7fdb96c13d188d807ccb694d7,e459550b71833a384c201d9c43a01642fd71dd101495253698e06ff9bf6ee74d,3,0.01,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_filter_background,0.346543,14842,0,zero_pad_without_source_sample_loss,4.1017,1.0,113.102,7650.356,1.0,21.8363,3.45455095,3-182710-B-35.wav,washing_machine,esc50:182710,0.31177587,-1.0,-18.9867
gunshot_gunfire__fsd50k__dev__128293__0011__r0__aug4.wav,gunshot_gunfire,FSD50K,128293,freesound:128293,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,f3cb1817cf02f3fa71603f54a0fd005885a501d7fdb96c13d188d807ccb694d7,36a2de934307354c426bf5c4443a1d264e6960b9a36b16544b377e9e90ce14f1,4,0.01,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_speed_gain,0.200826,8415,0,zero_pad_without_source_sample_loss,4.996,0.98714,,,1.0,,,,,,0.45669991,-1.0,-13.2364
gunshot_gunfire__fsd50k__dev__128293__0011__r0__aug5.wav,gunshot_gunfire,FSD50K,128293,freesound:128293,gunshot_gunfire__fsd50k__dev__128293__0011__r0.wav,f3cb1817cf02f3fa71603f54a0fd005885a501d7fdb96c13d188d807ccb694d7,55b90dabc39bbd0a6ad233764240e550fbba09e52edfce2ba3c7b007b5958229,5,0.01,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_compression_background,0.333478,14265,0,zero_pad_without_source_sample_loss,-3.0394,1.0,,,1.11735,28.4434,0.67184025,1-137-A-32.wav,keyboard_typing,esc50:137,1.0,-1.3347,-12.8074
gunshot_gunfire__fsd50k__dev__128294__0012__r0__aug0.wav,gunshot_gunfire,FSD50K,128294,freesound:128294,gunshot_gunfire__fsd50k__dev__128294__0012__r0.wav,56c6232c318fbe95f15f0eaa1f61f0650ee5f66ea75529e72a3610908d0c2404,b71dbff00f60abef66f80bb66d162bf62308e323c28b28ba2aa0ed764802c8a2,0,0.032449,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_only,0.287437,11245,0,zero_pad_without_source_sample_loss,0.0,1.0,,,1.0,,,,,,0.89125094,-1.0,-10.0123
gunshot_gunfire__fsd50k__dev__128294__0012__r0__aug1.wav,gunshot_gunfire,FSD50K,128294,freesound:128294,gunshot_gunfire__fsd50k__dev__128294__0012__r0.wav,56c6232c318fbe95f15f0eaa1f61f0650ee5f66ea75529e72a3610908d0c2404,5d453e94335927dcaa2d76b305345866c66e6ac5e0e06fd8bd50a9a2a1e4c07d,1,0.032449,1.29458,strongest_20ms_short_time_energy_v2,44100,1.0,451,position_gain,0.19134,7007,0,zero_pad_without_source_sample_loss,-2.2286,1.0,,,1.0,,,,,,1.0,-2.2286,-11.2389
