review_order,candidate_id,evaluation_id,candidate_set_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,source_sample_rate_hz,source_duration_s,normalization_gain_db,excerpt_start_s,excerpt_duration_s,transient_sequence,repetitions,gap_seconds,stimulus_path,stimulus_sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,model_onnx_sha256,weights_sha256,application_binary_sha256,status
53,FE2C-053,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,31489,"Child_speech_and_kid_speaking,Speech,Human_voice",DaddyIPulledMyToothOut.wav,daveincamas,http://creativecommons.org/licenses/by/3.0/,review_Child_speech_and_kid_speaking,31489.wav,affa1e3ae410e8beeb44c88839961d7a087f84205b1cfccce2cd1230b4407bb7,44100,4.123651,-23.3348,0.0,4.123651,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-053.wav,82d45ac0204b9811541e445e8c6f805a545a47cd84aff0003dcd6744ed8e35f0,13.370952,-28.7254,-50.9875,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
54,FE2C-054,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,24003,"Thunder,Rain,Water,Thunderstorm",mega-thunder.wav,Erdie,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,24003.wav,9da1744c037d1ed1ca03405f364aa834c1a0192bb2edf91499abf2c693d7d66b,44100,17.981882,-29.0904,0.15,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-054.wav,c16b8558788c54e6dd17a6a3c4f447cb8910802408aa581c9c6607d94429359e,10.5,-33.5952,-50.3438,-42.0003,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
55,FE2C-055,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,155620,"Shatter,Glass",IMPACT_GLASS_BIG_WINDOW_PANE_SMASH_HAMMER_LOUD_NTG3_H4N_20120513.wav,samueljustice00,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,155620.wav,6253dc510e1a79ce7da13c25961808733ad5448954f1a4fafdaf44342dba77b2,44100,8.584422,-25.7625,6.1,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-055.wav,dd2c4a316d97b0cb3666f16a549bd164ecfe264d8b60f8e1286cdafbdc35d0ac,10.25,-25.7667,-54.3974,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
56,FE2C-056,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,334084,"Keyboard_(musical),Siren,Musical_instrument,Music,Alarm",000 - Vocal Siren,madnessxd,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,334084.wav,01b46ec98d20d094a32b49452d931d27e19134baa145e89049a479ab67feac23,44100,0.908662,-37.5467,0.0,0.908662,False,8,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-056.wav,9e86bd5ff56e6224de0e675d5b3e03318d6406c46a89833a5e6f835025e19008,10.769297,-37.9271,-46.6238,-42.0006,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
57,FE2C-057,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,146926,"Female_speech_and_woman_speaking,Crying_and_sobbing,Speech,Human_voice",Baby Noises3 (3 month old),mushroomjesus,http://creativecommons.org/publicdomain/zero/1.0/,review_Female_speech_and_woman_speaking,146926.wav,699964716a68cd51a1511e95f5c090fd5a02aa662cdf10aa05ee207adcf2718b,44100,12.82551,-19.0953,4.7,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-057.wav,407779ea5fca0d86b1f9ad2f452945735952860c835068dc8010e326c73b1f0d,10.5,-33.1865,-48.4684,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
58,FE2C-058,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Bell,positive,FSD50K,eval,200318,Bell,Hand Bell.wav,WebbFilmsUK,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Bell,200318.wav,9265d6d6aa3f619f9c5f9234b3b0ff54ff083624927bf56f36f0d4d946fceef4,44100,8.954376,-29.4257,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-058.wav,b0cf988d5035e02a7138145b94bf13ddb22789f983690bcfb5839df35cb19469,10.5,-31.0711,-51.0516,-42.0003,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
59,FE2C-059,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,204185,"Shatter,Chink_and_clink,Glass",breaking_glass1.wav,reg7783,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,204185.wav,feaacc5f5d23fb8e728a347d4a7cc00866a289efce5725dd3719eea64c5ca93f,44100,4.231565,-18.2057,0.6,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-059.wav,f0c8f84610b1e6e6d913673acfd1959c6c77aaa6f5a701d3bef7452a52615c96,10.25,-19.9942,-50.6759,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
60,FE2C-060,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,386780,"Gunshot_and_gunfire,Explosion",Machine_Gun_Shooting.wav,ken788,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,386780.wav,c24bd80a29670bdd7866ded8b21f00edcd22bcf0d97964e347b581ea6a1b8ebc,44100,4.07941,-2.0198,1.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-060.wav,f74dde506f2f4074abaf20ab7f6823a3fe9fef04c9d6a83ef2b94f504bd26857,10.25,-40.4818,-48.6599,-41.9893,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
61,FE2C-061,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,361544,"Bark,Dog,Domestic_animals_and_pets,Animal",Small Dog Barking,josepharaoh99,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,361544.wav,7bc6b4b93efa755b0fd6c05dd3f71d2098eaae46620a2cd3030e82de30c62f85,44100,5.891088,-33.0541,0.891088,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-061.wav,17c3093aaa86a9b36dc9cb46acbc11f19715ab55eda62bab393b12fe298cf7c0,10.5,-33.4568,-54.0399,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
62,FE2C-062,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,161696,"Thunder,Rain,Water,Thunderstorm",2012-07-13_lightning_strike.flac,nissse,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,161696.wav,f7738c2be34438624120330593442cf2a0d3d2af4019b390ec114f10f2f7ee88,44100,18.80034,-23.1547,1.5,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-062.wav,bed00ae96b784e1f578a2339f5ad343fa54c9f1a9b7a7dafbb2e56253923e587,10.5,-34.6167,-55.3129,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
63,FE2C-063,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,369070,"Shatter,Glass",Breaking_Mirror.wav,LazyLids,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,369070.wav,d9266c4defc874678d5f5033243ae57dad646245ce4c6999b566f223ee12177a,44100,2.066145,-40.1736,0.066145,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-063.wav,c25c7ed79171b2cee00a59713881e89fdeddae7133a2471a245d6d6942f55ca7,10.25,-40.1519,-47.8422,-41.9954,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
64,FE2C-064,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,257865,"Male_speech_and_man_speaking,Conversation,Speech,Human_voice",Conversación Punjabi (idRsw055),xavierbonfill,http://creativecommons.org/licenses/by-nc/3.0/,review_Male_speech_and_man_speaking,257865.wav,eddb70a53bd7d7fc9e518d394e68234ed87d5fb98cbb1a21f8bf789ba477a0dc,44100,4.626848,-14.489,0.0,4.626848,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-064.wav,296dec5272f0167be22c62af4a49cadd8423066d01ec57ec7b7339872af9f5d0,14.880544,-31.1282,-50.984,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
65,FE2C-065,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,196400,"Gunshot_and_gunfire,Explosion",G36-E Fire,Callum_Sharp279,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,196400.wav,2f0390ad0b438f8703f8ce4746fb56eced2f3de805698b7a56afd4517ff8fbfb,44100,3.393855,-39.6251,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-065.wav,a7319e649f0cf8406b298fc12b5d333fefd533b0136f818c0687b1a0d84a797a,10.25,-39.6031,-53.0914,-41.9994,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
66,FE2C-066,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,188004,"Idling,Motor_vehicle_(road),Siren,Car,Vehicle,Alarm,Engine",Police Car Siren,Motion_S,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,188004.wav,78ad3d01c71687e5c0fcbfa2dfef34a9663635eca01beee7ab7e2863f9e0ae87,44100,14.315102,-25.2073,5.15,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-066.wav,ccd252eb3f16bdd55dde9ddb21f5da759727082adfbe4163d169c716b1b59cf7,10.5,-33.1022,-51.142,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
67,FE2C-067,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,429260,"Bark,Dog,Domestic_animals_and_pets,Animal",34-Perros ladrando.wav,mateopkp8,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,429260.wav,c685d271d49a8e883806815b05343d3ac2ac074be78052f3821b331ba5a8f1e4,44100,12.0,-23.4635,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-067.wav,8e58d9831255929aa6996bbae767447a4594d3fa869a05990f0956f2dd11a35e,10.5,-30.8096,-53.1675,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
68,FE2C-068,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,188681,"Thunder,Rain,Water,Thunderstorm",Rain Interior ,yzhamua,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,188681.wav,5063827a193dd77cec0ad781882a9928654e91f460e82de80e2c6f6df69774fc,44100,23.666939,-1.9864,2.4,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-068.wav,514edad4c77373013c3e3d1898783371c252a1a5663df03a81de0761499a2b58,10.5,-33.0069,-50.7465,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
69,FE2C-069,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Dishes_and_pots_and_pans,positive,FSD50K,eval,33854,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",gongs_grand_couvercle_04.wav,2NiD,http://creativecommons.org/licenses/by/3.0/,review_other_Dishes_and_pots_and_pans,33854.wav,b53e5a4e0a3620b1f2c9b08a6274393c46593bb423acc0e3c9dd3199ca34cc76,44100,2.962653,-28.3509,0.0,2.962653,False,4,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-069.wav,798d504cd21840a8ec37b12f367c595010aff32383ba32606d031ecc13b0786d,13.350612,-30.2657,-51.1703,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
70,FE2C-070,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,siren,siren,positive,FSD50K,eval,378257,"Traffic_noise_and_roadway_noise,Motor_vehicle_(road),Siren,Vehicle,Alarm",ambulance passing on riverside.wav,13GPanska_Kubinova_Karolina,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,378257.wav,4e151b91979cdbf540911e378e688a9e980911d4bd44b7645071cd761b631f19,44100,11.277052,-10.6771,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-070.wav,6ff92c27e1333bd465abbbaa4e88c025c39d54752e83b2b87034edbe09c38666,10.5,-30.1968,-47.2463,-42.0005,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
71,FE2C-071,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,thunderstorm,thunderstorm,positive,FSD50K,eval,400079,"Thunder,Rain,Water,Thunderstorm",Rain and Thunder,harrietniamh,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,400079.wav,2c996fca2ce4d44a5f79564bea14f2ab346aef985b77c4806be6ae1a0d4774ff,44100,21.792109,-21.7924,13.15,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-071.wav,df8d0c6fa3735099e9d1f96c732ae1e2d4e8490718dc884634d936a463ffc3d2,10.5,-31.4193,-48.2721,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
72,FE2C-072,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,dog_bark,dog_bark,positive,FSD50K,eval,344955,"Bark,Dog,Domestic_animals_and_pets,Animal",Dogs Barking,darranambler,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,344955.wav,cd08ea19477a69a3a88276cf4b2130b3e7f39a47570c5fe02713e764975435bc,44100,14.075782,-7.3107,9.075782,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-072.wav,3dd1d1b70d126d87fc88090dc82a8c9cb110fe9660203e5f6fa564112decb128,10.5,-31.8961,-53.3517,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
73,FE2C-073,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,77534,"Shatter,Glass",Glass Crush 7.wav,Superex1110,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,77534.wav,fbbd9cbf58b9bab1bcb5c33a7ef5c8461cf749b82d7deeed923a9c686ca53178,44100,0.923424,-19.2328,0.0,0.923424,True,7,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-073.wav,a58a6170beed0cf8e5f3ee71e25c0658bbff94e86b85f983fd7bb16065ad905c,10.963968,-22.3815,-53.9281,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
74,FE2C-074,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,238207,"Female_speech_and_woman_speaking,Domestic_sounds_and_home_sounds,Speech,Human_voice",Verduras Martiandy.wav,IESPAUCLARIS,http://creativecommons.org/licenses/by/3.0/,review_Female_speech_and_woman_speaking,238207.wav,6009365863990898cc0ef88d3fde33cf939d778e4aac4c3a89e49026ebe75a51,44100,9.325488,-20.3736,4.325488,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-074.wav,4499dd22f2e6537839340a28b5821b9e11c6e5b714f6fd11f1d9cac32216dc95,10.5,-26.9686,-51.8169,-42.0004,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
75,FE2C-075,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Knock,positive,FSD50K,eval,135428,"Knock,Door,Domestic_sounds_and_home_sounds",Knocking on Door.mp3,OTBTechno,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Knock,135428.wav,644bc7b5a95f4600afbc5149cc56f1f66b119d47c1f975d452b87dd9c97f2beb,44100,10.292245,-18.9005,0.2,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-075.wav,525ad89a21b052aee7dbb519bfcc0e0002604e640c5f20795dff8ab135ccdd32,10.25,-24.4639,-53.5834,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
76,FE2C-076,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,275151,"Gunshot_and_gunfire,Explosion",Gun Shot.wav,Bird_man,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,275151.wav,44a8b52e8dca1338260de243b8f897d4c6e7a340d2973ca64e1c9f4459c281b4,44100,0.38254,-37.7291,0.0,0.38254,True,10,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-076.wav,c8c85e940c4e26ecce93d9c1c05f95b0e128ee878259ab519e8aa714c7893e83,10.575397,-37.7208,-51.0229,-42.0062,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
77,FE2C-077,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,209661,"Female_speech_and_woman_speaking,Walk_and_footsteps,Speech,Human_voice",20131203_Walking Upstairs _ZoomH2nXY.wav,Soundscape_Leuphana,http://creativecommons.org/publicdomain/zero/1.0/,review_Female_speech_and_woman_speaking,209661.wav,13abd5117898d6924a674475137090dc4a4d44a726836d84092a6ec2a100c1a0,44100,5.984127,-16.2728,0.984127,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-077.wav,3bbe438f517693f316f2f65b98d7e5c15048c02d7ec1a3926d1f6f310c8ba177,10.5,-20.133,-53.5979,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
78,FE2C-078,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,84254,"Gunshot_and_gunfire,Explosion",45 Smith & Wesson.wav,Tito Lahaye,http://creativecommons.org/licenses/by-nc/3.0/,label_metadata_only_candidate,84254.wav,dfbc760872a173b77af6c1a58d6608ab05cd07395f3d406fd8181eb452783c5d,44100,1.369388,-36.1813,0.0,1.369388,True,6,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-078.wav,837acfe811cbbff8b99c0801bd5de0382dc2e0946ebf32de630738ddf62e19c7,11.966327,-36.1746,-53.0929,-42.0041,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review
