review_order,candidate_id,evaluation_id,candidate_set_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,source_sample_rate_hz,source_duration_s,normalization_gain_db,excerpt_start_s,excerpt_duration_s,transient_sequence,repetitions,gap_seconds,stimulus_path,stimulus_sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,model_onnx_sha256,weights_sha256,application_binary_sha256,status,validity,completeness,audibility,artifact,note,source_group,supplement_reason
81,FE2C-093,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,242846,"Gunshot_and_gunfire,Explosion",suppressed-submachinegun.wav,mnslugger20,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,242846.wav,882bd8b80ed4ddedce053a89a1cd6bff13676a62f7cfe5ba2f89beba3f3d1620,44100,1.995986,-26.4573,0.0,1.995986,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-093.wav,6692a4e87d959693a8d0ec54d8f3053f2d84df8957e4af59f5e370666f4825ba,10.233946,-26.4521,-44.7049,-41.9996,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
82,FE2C-095,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Dishes_and_pots_and_pans,positive,FSD50K,eval,427008,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds",01-MovimientoPlatos.wav,Caap,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Dishes_and_pots_and_pans,427008.wav,be419d6bbc41cf139b67ecc1eb7c9bbd8ffcf8f61d80421ce9f902138ea70efe,44100,1.054059,-12.051,0.0,1.054059,False,7,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-095.wav,59e6ef66334ea3808ea14ef01246f3e8363e5215939f640b57b86b53e573017b,10.378413,-27.4926,-49.044,-42.0004,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
83,FE2C-096,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,86938,"Male_speech_and_man_speaking,Speech,Human_voice",Last stop.wav,jerk01,http://creativecommons.org/publicdomain/zero/1.0/,review_Male_speech_and_man_speaking,86938.wav,a3bbed82bb7a2edcc6ce8e2f603129421d51bacf92cb7458286d1af67345abdc,44100,9.004467,-36.3625,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-096.wav,da290325d72798f14aa4f8478557eff13bc841aa0d4a12fcd6adb95c769a959d,10.5,-36.3644,-51.1488,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
86,FE2C-099,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,52357,"Gunshot_and_gunfire,Explosion",gun shot.aif,trip2000,http://creativecommons.org/publicdomain/zero/1.0/,label_metadata_only_candidate,52357.wav,882b22646394ce019eea8c4b890c42ad2cd76bd81120cb25b88bc2de4afd1237,44100,2.836939,-37.999,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-099.wav,9d03e3c15fa3b15c864eb53f648ca378eb04422613d01b720fc8519bc6b9515a,10.25,-37.99,-54.438,-42.0003,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
88,FE2C-101,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,speech,speech,positive,FSD50K,eval,391300,"Child_speech_and_kid_speaking,Speech,Human_voice",Child.wav,fernandesbljr,http://creativecommons.org/publicdomain/zero/1.0/,review_Child_speech_and_kid_speaking,391300.wav,c321bebe2e1887cf23ce08a92ecace08052e7b1b9182ceb8b21569bc42ba4dff,44100,13.568005,-22.0758,0.0,5.0,False,2,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-101.wav,1c79200cea1115dbaff26618ed459133d42034922073824ffd801f902925dddd,10.5,-33.2961,-52.8045,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
89,FE2C-102,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,glass_breaking,glass_breaking,positive,FSD50K,eval,98055,"Shatter,Glass",wine bottle break 2.wav,Tomlija,http://creativecommons.org/licenses/by/3.0/,label_metadata_only_candidate,98055.wav,98b6601650008b47b2225e4173b50ee175ad40dd15068ba5c78d1c295ad3cb9e,44100,2.009365,-16.8352,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-102.wav,39eb78f202c0937a7de140de4aac8c413d6590ed98e96e2d58d89914fa6d1cf5,10.25,-17.3653,-54.358,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
90,FE2C-103,STM32N6-HAZARD7-FINAL-002,FE2-CANDIDATES-001,other,Alarm,positive,FSD50K,eval,345068,Alarm,BUZZER SAMPLER.WAV,metrostock99,http://creativecommons.org/publicdomain/zero/1.0/,review_other_Alarm,345068.wav,d6531ba6fef24d655f39f14eff6f52937e06dde8e1d165be3fe4545f0769a3ad,44100,3.69229,-34.0466,0.0,3.69229,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_candidates\audio\FE2C-103.wav,bcd28a88e4dc34e2eb94995115f3e12d237d1e69be8f8763957f061aeaf8f4a4,12.076871,-34.1043,-48.8751,-41.9998,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,14b9c26d78e0440c68f02fe691a47d6a976049c8a6cdad2d2afa6afc3a4efcb8,pending_blind_semantic_review,canonical,complete,normal,none,,,
2,FE2S-002,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,glass_breaking,glass_breaking,positive,FSD50K,eval,409297,"Shatter,Chink_and_clink,Glass",Breaking glass,Sound_2425,http://creativecommons.org/licenses/by-nc/3.0/,supplement_explicit_shatter_metadata,409297.wav,2cb7653ead4eafe72064d548f7200046277836491c99b24641b0c1fdc60a41ae,44100,3.725782,-19.1857,1.15,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-002.wav,55510638cb066f0bc6fc0bc114e806e36ff2dae4ea739f607d006cb1d1fa151d,10.25,-21.5382,-55.9294,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,409297,strict_review_shortage_2
6,FE2S-006,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,glass_breaking,glass_breaking,positive,FSD50K,eval,231297,"Shatter,Chink_and_clink,Glass",Glass Smash 3.wav,Puniho,http://creativecommons.org/licenses/by/3.0/,supplement_explicit_shatter_metadata,231297.wav,2e989c047a45d25da21f1b9d83baf9a6c103a398ea4a165f86e3566fc0bce12e,44100,16.0,-24.8639,13.55,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-006.wav,6b14816be149a4484f80e94a87967555607fa0e4357ffb0cc83aa57f5fe13ff0,10.25,-24.8629,-54.3758,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,231297,strict_review_shortage_2
8,FE2S-008,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,glass_breaking,glass_breaking,positive,FSD50K,eval,34201,"Shatter,Chink_and_clink,Glass",glass_house1.wav,themfish,http://creativecommons.org/licenses/by/3.0/,supplement_explicit_shatter_metadata,34201.wav,41b9b2ec074a19cadd31cec75c97e894f557f3ca0df3d81f007aead175cafb74,44100,2.369025,-22.6813,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-008.wav,4dab601458742de44215465129921fc16d4db87d81d48244fa01420ceaff0ef5,10.25,-26.6493,-49.7925,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,34201,strict_review_shortage_2
9,FE2S-009,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,siren,siren,positive,UrbanSound8K,fold_9,157866,siren,UrbanSound8K siren recording 157866,Jefflix,http://creativecommons.org/licenses/by-nc/3.0/,supplement_reserved_fold_one_source_one_candidate,157866-8-0-0.wav,6d5893b621c665028fef5f3f95a941553a2c3d88fe545089baf549ddd11578f6,44100,4.0,-29.1683,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-009.wav,31652b0311061ab9652264a784df2e3f772c14277b044cf05c057ea327be503b,13.0,-32.6699,-44.1383,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,157866,strict_review_shortage_6
10,FE2S-010,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,351778,"Hiss,Gunshot_and_gunfire,Explosion",AK47 SFX.mp3,kennysvoice,http://creativecommons.org/publicdomain/zero/1.0/,supplement_explicit_firearm_metadata,351778.wav,d31fde9ab5ca60fc95c0b6019fbad61ef296b2dd2c37375be442379c9c9eeaef,44100,13.426939,-29.1611,10.25,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-010.wav,de22c8d01ec2dab3cc1bdf999a035b2a4d9c963114a17d5f3058cdb897d01a7a,10.25,-30.9956,-46.968,-42.0007,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,351778,strict_review_shortage_1
11,FE2S-011,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,siren,siren,positive,UrbanSound8K,fold_9,159744,siren,UrbanSound8K siren recording 159744,conleec,http://creativecommons.org/licenses/by-nc/3.0/,supplement_reserved_fold_one_source_one_candidate,159744-8-0-0.wav,8e531bd1febee4dad185b7683753e23bd447f67ce56076abe388fd76d57ccc27,48000,4.0,7.7516,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-011.wav,5cd05934b89cd0f4bd5f32251b506d2fec7e8019527778ce9f3bae3eaee8b2d3,13.0,-33.2472,-45.8229,-42.0,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,159744,strict_review_shortage_6
14,FE2S-014,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,399065,"Rattle,Gunshot_and_gunfire,Explosion",Tikka M65_2.wav,fastson,http://creativecommons.org/licenses/by/3.0/,supplement_explicit_firearm_metadata,399065.wav,e5cb98f9b84d3e7f646eaabf83a1fe41d7e9f2110816b56c6e43e76fbeb2d932,44100,4.24,-35.2612,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-014.wav,4b100eb0b28462f6aea99e3100059c00737c96892156d500ef73e68ad430841a,10.25,-35.2527,-54.7852,-41.9995,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,399065,strict_review_shortage_1
18,FE2S-018,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,glass_breaking,glass_breaking,positive,FSD50K,eval,29712,"Shatter,Chink_and_clink,Glass",broken glass.ogg,Glaneur de sons,http://creativecommons.org/licenses/by/3.0/,supplement_explicit_shatter_metadata,29712.wav,0ba28a0c487bbb436a17ad7943b8e4b65446bd1cc964c132324fe6675014af8c,44100,11.335351,-25.5036,0.0,2.0,True,4,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-018.wav,d93cd1254eede4011afc4cc4846b42bccaf08390b66089167e7cefaf29135d07,10.25,-27.0577,-55.4364,-42.0006,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,29712,strict_review_shortage_2
20,FE2S-020,STM32N6-HAZARD7-FINAL-002,FE2-SUPPLEMENT-001,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,58904,"Gunshot_and_gunfire,Explosion",Western Shot Modern 2.wav,Rock Savage,http://creativecommons.org/licenses/sampling+/1.0/,supplement_explicit_firearm_metadata,58904.wav,2721948e7cb995d2cdf23a63b2f5a1b6f53490cd7d1c8f303986d071058f76ca,44100,1.448458,-26.0061,0.0,1.448458,True,5,0.75,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_supplement\audio\FE2S-020.wav,48934bfcfcd244e1f6fbe37d460127a7c6bf0912b30d1ccd56d193874ec0a28f,10.24229,-32.7386,-50.4602,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,58904,strict_review_shortage_1
1,FE2S2-001,STM32N6-HAZARD7-FINAL-002,FE2-SIREN-SUPPLEMENT-002,siren,siren,positive,UrbanSound8K,fold_1,157867,siren,UrbanSound8K foreground siren recording 157867,Jefflix,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,157867-8-0-0.wav,c8651c92fbe6076e88c15f5eae5c48601ee545273652505bb8cf45b2f5dc9202,44100,4.0,-32.7024,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_siren_supplement\audio\FE2S2-001.wav,65789ef2aeb9e4c7c75dc9f8e37feeab1b6b67261b2f7559144eba84b3f15507,13.0,-36.2949,-46.2951,-41.9999,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,157867,strict_siren_shortage_4_after_supplement_round_1
4,FE2S2-004,STM32N6-HAZARD7-FINAL-002,FE2-SIREN-SUPPLEMENT-002,siren,siren,positive,UrbanSound8K,fold_5,156869,siren,UrbanSound8K foreground siren recording 156869,MultiMax2121,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,156869-8-0-0.wav,5a23bf22fda79d4a1875f71bb73296f10c77d1c3a15164cd6b4606ef61558852,44100,4.0,-33.7827,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_siren_supplement\audio\FE2S2-004.wav,93ab20bb61fe44c20d3903bacb57c0c4669ef73f7fb2ffbd42e8d0ca143a9fe1,13.0,-36.6121,-47.2961,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,156869,strict_siren_shortage_4_after_supplement_round_1
5,FE2S2-005,STM32N6-HAZARD7-FINAL-002,FE2-SIREN-SUPPLEMENT-002,siren,siren,positive,UrbanSound8K,fold_2,123688,siren,UrbanSound8K foreground siren recording 123688,lonemonk,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,123688-8-1-0.wav,e2a89238c7b073496d029d51755bd07855c9fe63a2426a35c76a34dbffd6c855,44100,4.0,-22.2563,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_siren_supplement\audio\FE2S2-005.wav,87b99b9d1dd4e4a863532cfa3f017cf8ca5353abaab67ebf623a322fac31d00c,13.0,-34.0107,-49.8632,-42.0002,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,123688,strict_siren_shortage_4_after_supplement_round_1
6,FE2S2-006,STM32N6-HAZARD7-FINAL-002,FE2-SIREN-SUPPLEMENT-002,siren,siren,positive,UrbanSound8K,fold_7,105289,siren,UrbanSound8K foreground siren recording 105289,Robinhood76,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,105289-8-1-0.wav,6ddccfa2aefa4b38b3cfc48dc6bce7fdbf003ba456aed75cfb8dbe2684e1e7a5,44100,4.0,-21.4455,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_siren_supplement\audio\FE2S2-006.wav,79192651470a57aff33ca68ea36e3367ec4ac004d8c5299fca8b117d59914c99,13.0,-32.3235,-46.6501,-41.9997,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,105289,strict_siren_shortage_4_after_supplement_round_1
7,FE2S2-007,STM32N6-HAZARD7-FINAL-002,FE2-SIREN-SUPPLEMENT-002,siren,siren,positive,UrbanSound8K,fold_8,71177,siren,UrbanSound8K foreground siren recording 71177,Timbre,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,71177-8-1-0.wav,50db7272ce6e082706b2d4fbe604209468b6534059489a711796d0cbe81dfae9,44100,4.0,-28.3205,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_siren_supplement\audio\FE2S2-007.wav,bdb7d20fe7eec90eae3f7092659977ba391d1f81903137ea6c9a52937449660d,13.0,-33.2716,-50.0912,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,71177,strict_siren_shortage_4_after_supplement_round_1
8,FE2S2-008,STM32N6-HAZARD7-FINAL-002,FE2-SIREN-SUPPLEMENT-002,siren,siren,positive,UrbanSound8K,fold_6,74726,siren,UrbanSound8K foreground siren recording 74726,Robinhood76,http://creativecommons.org/licenses/by-nc/3.0/,supplement2_foreground_longest_source_coverage,74726-8-1-0.wav,9850cab6733b10214eb0818e0edcad9601702e6b5e92a233c247520910c18a92,44100,4.0,-32.3051,0.0,4.0,False,3,0.5,C:\Users\alexm\Downloads\bachelor-thesis-book-master\bachelor-thesis-book\ml-workspace\datasets\hazard7_final_v4_independent_siren_supplement\audio\FE2S2-008.wav,9abf61c6b4f4c998641f1706c66639da4bd92c713c5c0f6b08075214077abc63,13.0,-36.1917,-50.472,-42.0001,30,100,3,15,6805110184e8295d73af52fc4093443a5a9867794e36b03e702e12c5a3d7548e,0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e,e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb,pending_blind_semantic_review,canonical,complete,normal,none,,74726,strict_siren_shortage_4_after_supplement_round_1
