trial_order,trial_id,evaluation_id,attempt_id,expected_class,true_category,test_type,source_dataset,source_partition,source_id,source_labels,source_title,source_uploader,license_url,selection_stratum,source_filename,source_sha256,source_sample_rate_hz,source_duration_s,target_sample_rate_hz,normalization_target_max_100ms_rms_dbfs,normalization_gain_db,class_delivery_gain_reference_db,target_output_max_100ms_rms_dbfs,class_delivery_gain_requested_db,class_delivery_gain_db,excerpt_start_s,excerpt_duration_s,transient_sequence,repetitions,gap_seconds,limiter_ceiling_dbfs,limited_unit_samples,limited_unit_fraction_pct,stimulus_file,stimulus_path,sha256,sequence_duration_s,output_peak_dbfs,output_rms_dbfs,output_max_100ms_rms_dbfs,distance_cm,volume_percent,playback_delay_s,capture_duration_s,firmware_commit,model_name,model_sha256,status
60,FE-060,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,29756,"Thunder,Thunderstorm",thunder1.wav,cajo,http://creativecommons.org/licenses/by-nc/3.0/,metadata_pure_reserved_evaluation,29756.wav,532932e806f629855c63c37822ee83650a1a1c4c28bd95e14e5758c85067d488,44100,7.430612,44100,-12.0,-11.3405,0.0,-12.0,0.0,0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-060.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-060.wav,5c5414c6eb3da40ba396c67e4552011b2f4f28454ecf373d99b80628c7037db3,10.5,-11.3398,-17.1941,-12.0001,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
61,FE-061,STM32N6-HAZARD6-FINAL-001,FE-A01,siren,siren,positive,FSD50K,eval,53448,"Siren,Alarm",fire.wav,guitarguy1985,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,53448.wav,5e1f0906c339867814ab8848ca46b0fc3a6479a8400876fde678f7958078e638,44100,23.999093,44100,-12.0,-3.6836,0.0,-12.0,0.0,0.0,9.1,5.0,False,2,0.5,-1.0,0,0.0,FE-061.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-061.wav,7a96bb6ce6bb631abfdeea07f72da649d1ff37805a5c47779c0ebc2647b23364,10.5,-3.6845,-18.1438,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
62,FE-062,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,347855,"Thunder,Thunderstorm",thunder boom.wav,cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,347855.wav,dcb6b79cb3cd231822ba77df79a4807c29737a0bbd92751a5f3c0cdbf5e43664,44100,20.711587,44100,-12.0,-0.6382,0.0,-12.0,0.0,0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-062.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-062.wav,7a253f133120414ec257fd2f9ea77b993d6bee2d4ee1c65116b674dda0a64b24,10.5,-3.512,-23.7989,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
63,FE-063,STM32N6-HAZARD6-FINAL-001,FE-A01,dog_bark,dog_bark,positive,FSD50K,eval,424958,"Bark,Dog,Domestic_animals_and_pets,Animal",a small dog is barking.wav,blukotek,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,424958.wav,0f56ddf13409e75ff3c0f792e9dbcbf5050d3a1f3ee5808c39bb916618370273,44100,15.823084,44100,-12.0,-2.0042,0.0,-12.0,0.0,0.0,6.95,5.0,False,2,0.5,-1.0,0,0.0,FE-063.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-063.wav,e0522bb37da749858ed4b4da25204b49ac268edf332a6d3f26854e86f66195f6,10.5,-2.0658,-20.1564,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
64,FE-064,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,98054,"Shatter,Glass",wine bottle break 1.wav,Tomlija,http://creativecommons.org/licenses/by/3.0/,metadata_pure_reserved_evaluation,98054.wav,3ed89ea270596c65f433f3ffdfbc54d7646f9ad6be761bede03cb53aed1f16d5,44100,1.541134,44100,-12.0,-0.4329,3.0,-9.0,17.576,17.576,0.0,1.541134,True,5,0.75,-1.0,188,0.276617,FE-064.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-064.wav,aab7c69df1b5791e70146060b456b77bdef64304a175d718c17188cd5e0f6a07,10.705669,-0.9999,-20.8647,-11.0527,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
65,FE-065,STM32N6-HAZARD6-FINAL-001,FE-A01,thunderstorm,thunderstorm,positive,FSD50K,eval,397952,"Thunder,Thunderstorm",Thunder Clap And Rumble,Kinoton,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,397952.wav,30cb102a78f3bbb01dc1b69bd0cd3d0c58584330f9df5cf181f6cbe7d2cec216,44100,20.171678,44100,-12.0,-0.7808,0.0,-12.0,0.0,0.0,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-065.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-065.wav,b852acf5c9a197c707bca010185ed83991541e8f1ebaeb65d7bf91d7d3fb6535,10.5,-2.0293,-19.5815,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
66,FE-066,STM32N6-HAZARD6-FINAL-001,FE-A01,out_of_distribution,chainsaw,ood,ESC-50,fold_5,216370,chainsaw,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,one_per_hard_negative_category,5-216370-A-41.wav,429453805c51b7fe554997e8ec90680545ba375eea3d18869ed141be72872dd8,44100,5.0,44100,-12.0,-0.6066,-15.0,-34.0,-21.768,-21.768,0.0,5.0,False,2,0.5,-1.0,0,0.0,FE-066.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-066.wav,d65619a8ca52170096b89745b2e88d12d599d78cb4301a0ca1498fcd090b7f9f,10.5,-22.7702,-42.0975,-34.0001,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
67,FE-067,STM32N6-HAZARD6-FINAL-001,FE-A01,speech,speech,positive,FSD50K,eval,221599,"Male_speech_and_man_speaking,Speech,Human_voice",classy radio station.wav,aarongbuk,http://creativecommons.org/publicdomain/zero/1.0/,normal_speech_Male_speech_and_man_speaking,221599.wav,958fe6b9f906936298357ddb82ad6ea3d7543a443fea6941ae968142cfca18f1,44100,8.005193,44100,-12.0,-2.2404,0.0,-12.0,-0.0,-0.0,0.95,5.0,False,2,0.5,-1.0,0,0.0,FE-067.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-067.wav,c0efbd6927c9aeeaed57d226e24ef2a33eac29829fe99fdf8b49df048760ede6,10.5,-2.4266,-21.3604,-12.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
68,FE-068,STM32N6-HAZARD6-FINAL-001,FE-A01,gunshot_gunfire,gunshot_gunfire,positive,FSD50K,eval,274559,"Gunshot_and_gunfire,Explosion",Auto Machine Gun.wav,MrJohnWeez,http://creativecommons.org/publicdomain/zero/1.0/,metadata_pure_reserved_evaluation,274559.wav,b48bf27960a6242988c36d3f705872aae4b034d43503e3e7bc3cd29922cadd3b,44100,4.309592,44100,-12.0,-5.3896,10.0,-2.0,10.0,4.4649,1.65,2.0,True,4,0.75,-1.0,4386,4.972789,FE-068.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-068.wav,7c175d194d2cddfffe51a05ba1dbe48f5fc8800606c17aec9541d9871e2d5978,10.25,-0.9999,-10.7284,-7.5412,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
69,FE-069,STM32N6-HAZARD6-FINAL-001,FE-A01,out_of_distribution,fireworks,ood,ESC-50,fold_5,160614,fireworks,,,https://github.com/karolpiczak/ESC-50/blob/master/LICENSE,one_per_hard_negative_category,5-160614-C-48.wav,aefb79157a94f1141c008448a35f235cddb9c12894d93f816e7b27797c71f606,44100,5.0,44100,-12.0,-1.0,-15.0,-34.0,-8.0333,-8.0333,3.0,2.0,True,4,0.75,-1.0,0,0.0,FE-069.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-069.wav,c89b25c5687d203ac0c0480ec36d13831d1b2836e84403b22bdb86af38c040e3,10.25,-9.0326,-42.9129,-34.0,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
70,FE-070,STM32N6-HAZARD6-FINAL-001,FE-A01,glass_breaking,glass_breaking,positive,FSD50K,eval,315646,"Shatter,Glass",Glas_Window_Drop_Slices_On_Floor_01.clip.wav,TheSoundcatcher,http://creativecommons.org/licenses/by/3.0/,metadata_pure_reserved_evaluation,315646.wav,76501d7af5ea950e3c362236c058b20f35bfcacac23fd01a4a5f53ca9e8c4a54,44100,1.837392,44100,-12.0,1.6244,3.0,-9.0,3.1921,3.1921,0.0,1.837392,True,5,0.75,-1.0,69,0.085155,FE-070.wav,../ml-workspace/datasets/hazard6_final_evaluation/audio/FE-070.wav,f53354497d19a8549e8f88b67b9367f8a1675f63b41c37e2c8020ef6170e8f0c,12.186961,-0.9999,-19.1268,-9.0758,30,75,3,20,9a614d2,YAMNet-256 Hazard-5 + Speech int8,1e04ff9d9394ace17020077e804bf40fbbaf0312c81ad9e83ea3ffb56e84946a,frozen_reserved_final_evaluation
