dataset_role,other_group,source_dataset,source_partition,source_id,source_filename,source_labels,filename,stimulus_sha256,patch_count,hardness_score,hardest_predicted_class,hardest_patch_within_clip,mean_top_class,mean_top_score,mean_score_dog_bark,mean_score_glass_breaking,mean_score_gunshot_gunfire,mean_score_siren,mean_score_speech,mean_score_thunderstorm,selection_tier,candidate_filename,excerpt_start_s,excerpt_duration_s
train,animal_non_target,FSD50K,train,57791,57791.wav,"Livestock_and_farm_animals_and_working_animals,Animal",other__fsd50k__train__57791__hard3s.wav,039da6e019774a221ab174127d8275e395ed743580552cfb0bbf747fa647e726,5,0.9816245436668396,dog_bark,1,dog_bark,0.5170547366142273,0.5170547366142273,0.0040801954455673695,0.016323547810316086,0.04162198677659035,0.38694557547569275,0.03397390991449356,hard_negative,other_candidate__fsd50k__train__57791__1281.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,17302,17302.wav,"Livestock_and_farm_animals_and_working_animals,Animal",other__fsd50k__train__17302__hard3s.wav,78c16f4f9447a0c0ccbf8f0cdaba4c476e3fcdc26ae889b5477bbf41451ca0c8,13,0.8834627866744995,glass_breaking,8,glass_breaking,0.3573622405529022,0.03640320524573326,0.3573622405529022,0.06125559285283089,0.033995144069194794,0.3107503652572632,0.20023347437381744,hard_negative,other_candidate__fsd50k__train__17302__1339.wav,4.760000,3.000
train,animal_non_target,FSD50K,train,379087,379087.wav,"Gull_and_seagull,Bird,Wild_animals,Animal",other__fsd50k__train__379087__hard3s.wav,c0e2a7694c238920d1a67ded3b0d45668ec78a646b900350a4195d4c50b3fe50,13,0.8244114518165588,gunshot_gunfire,8,speech,0.37001731991767883,0.21370679140090942,0.05902891606092453,0.1537863314151764,0.07769724726676941,0.37001731991767883,0.12576338648796082,hard_negative,other_candidate__fsd50k__train__379087__1394.wav,4.760000,3.000
train,animal_non_target,FSD50K,train,164485,164485.wav,"Cricket,Insect,Wild_animals,Animal",other__fsd50k__train__164485__hard3s.wav,14d159dff7857d4941d652f15d014229d46c104d478440cb75446b6f71441eab,1,0.9776859283447266,siren,0,siren,0.9776859283447266,0.0005992645164951682,0.004287427756935358,0.0032032618764787912,0.9776859283447266,0.013759838417172432,0.0004643440479412675,hard_negative,other_candidate__fsd50k__train__164485__1243.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,180699,180699.wav,"Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__180699__hard3s.wav,e1fe832bd22ed453d700017651f71946b236ffced1386359bed30a8c0767c4c6,13,0.9714745283126831,speech,8,speech,0.550979733467102,0.20528505742549896,0.008639944717288017,0.034100357443094254,0.17574575543403625,0.550979733467102,0.025249166414141655,hard_negative,other_candidate__fsd50k__train__180699__1305.wav,4.760000,3.000
train,animal_non_target,FSD50K,train,28327,28327.wav,"Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__28327__hard3s.wav,72cb30466e6e893b75d70fec0e71a59b5cc4e29608aa1846dbe99846a6a22802,13,0.9571859240531921,thunderstorm,1,thunderstorm,0.5168511867523193,0.01602967455983162,0.10589161515235901,0.12134421616792679,0.12539170682430267,0.1144915372133255,0.5168511867523193,hard_negative,other_candidate__fsd50k__train__28327__1427.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,54058,54058.wav,"Meow,Animal,Cat,Domestic_animals_and_pets",other__fsd50k__train__54058__hard3s.wav,4703fc1fa832e2662ca45df1794d9da8895f2912008acc04032316e35fe126df,1,0.9544104337692261,dog_bark,0,dog_bark,0.9544104337692261,0.9544104337692261,0.00032654733513481915,0.0006067084614187479,0.024063434451818466,0.01864570938050747,0.0019471371779218316,hard_negative,other_candidate__fsd50k__train__54058__1357.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,132990,132990.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__132990__hard3s.wav,bd3b692ea7256fcec1249fef8a40245b8dd249225c5a543c43e07a15c6dab70c,8,0.8115532398223877,glass_breaking,1,speech,0.41026991605758667,0.050773344933986664,0.4082290530204773,0.03001677617430687,0.028543850407004356,0.41026991605758667,0.0721670538187027,hard_negative,other_candidate__fsd50k__train__132990__1259.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,405500,405500.wav,"Bird,Fowl,Wild_animals,Animal,Livestock_and_farm_animals_and_working_animals",other__fsd50k__train__405500__hard3s.wav,aa7f8fcc6100b598bdbe019b6c648141b1502ac7ee88bc76cd86db297e41d6fd,1,0.8120449781417847,gunshot_gunfire,0,gunshot_gunfire,0.8120449781417847,0.02947525680065155,0.002660562051460147,0.8120449781417847,0.028420524671673775,0.08794745057821274,0.03945134952664375,hard_negative,other_candidate__fsd50k__train__405500__1409.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,59186,59186.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__59186__hard3s.wav,dd9dafd0bc701a7db419d79f4b98cb65bf72552bac9ac1b9d49b0bb5b93512b4,6,0.968411922454834,siren,0,siren,0.3556804955005646,0.09018706530332565,0.01828061230480671,0.03690318018198013,0.3556804955005646,0.3277563750743866,0.1711922436952591,hard_negative,other_candidate__fsd50k__train__59186__1373.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,273911,273911.wav,"Livestock_and_farm_animals_and_working_animals,Animal",other__fsd50k__train__273911__hard3s.wav,53e25eb2cbbc4a7df48fe8a5227c465189e45c91fce46c529d6ecf17d321379f,13,0.9669609665870667,speech,8,speech,0.6392502188682556,0.023366333916783333,0.05245532467961311,0.06171984225511551,0.08534137904644012,0.6392502188682556,0.13786685466766357,hard_negative,other_candidate__fsd50k__train__273911__1322.wav,4.760000,3.000
train,animal_non_target,FSD50K,train,386869,386869.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__386869__hard3s.wav,a0ab1e9dea78513dc4fc0dd943c5f2d47ba556af11db94c2c0822c665d666b54,13,0.9557106494903564,thunderstorm,6,thunderstorm,0.7726895213127136,0.017923783510923386,0.028825901448726654,0.07259338349103928,0.07221705466508865,0.035750456154346466,0.7726895213127136,hard_negative,other_candidate__fsd50k__train__386869__1241.wav,3.320000,3.000
train,animal_non_target,FSD50K,train,200336,200336.wav,"Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__200336__hard3s.wav,c1142e59c2366f987a28eabf258dbadbbd59095b4e4ad358a7cec1d2655fa6e4,13,0.9520084261894226,dog_bark,6,dog_bark,0.4420061707496643,0.4420061707496643,0.06529577821493149,0.01811288483440876,0.01977633684873581,0.0704251155257225,0.3843837082386017,hard_negative,other_candidate__fsd50k__train__200336__1324.wav,3.320000,3.000
train,animal_non_target,FSD50K,train,240476,240476.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__240476__hard3s.wav,e2f1c08b5da54cd1122dbbe1375987598031b40be53722331ebc73e2c00ee843,1,0.7764901518821716,glass_breaking,0,glass_breaking,0.7764901518821716,0.0006370294140651822,0.7764901518821716,0.19443130493164062,0.012190643697977066,0.006804844364523888,0.009446000680327415,hard_negative,other_candidate__fsd50k__train__240476__1250.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,321696,321696.wav,"Livestock_and_farm_animals_and_working_animals,Animal",other__fsd50k__train__321696__hard3s.wav,3aadc674708f4c4fafeadb4035531815343e840ce2d51a8180d67d04f74c9ff8,2,0.7732965350151062,gunshot_gunfire,0,gunshot_gunfire,0.3923914432525635,0.07447806745767593,0.005598122254014015,0.3923914432525635,0.11810757219791412,0.36360007524490356,0.04582468792796135,hard_negative,other_candidate__fsd50k__train__321696__1265.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,429150,429150.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__429150__hard3s.wav,4a392cefd8fece21dfa0cff6d5f78aef4212af226b996e44f80aead5a146345e,13,0.9613558053970337,siren,12,siren,0.5497971177101135,0.07839865982532501,0.00460601132363081,0.031592048704624176,0.5497971177101135,0.10780230909585953,0.22780385613441467,hard_negative,other_candidate__fsd50k__train__429150__1377.wav,7.640000,3.000
train,animal_non_target,FSD50K,train,211691,211691.wav,"Meow,Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__211691__hard3s.wav,716db719417630bf802c111926820a3a690ed561608a3bfb51f7c0becd5f52ff,13,0.9665202498435974,speech,0,dog_bark,0.4774383008480072,0.4774383008480072,0.045314133167266846,0.02398313209414482,0.14404082298278809,0.25004202127456665,0.05918160825967789,hard_negative,other_candidate__fsd50k__train__211691__1321.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,321692,321692.wav,"Livestock_and_farm_animals_and_working_animals,Animal",other__fsd50k__train__321692__hard3s.wav,0448440aadfd5758b0ec8414e6ed26adb56f968b5a78acbb9f9dca7cb2c301f1,13,0.9431011080741882,thunderstorm,8,thunderstorm,0.7350173592567444,0.013736688531935215,0.02521546371281147,0.1451985239982605,0.016276875510811806,0.0645551010966301,0.7350173592567444,hard_negative,other_candidate__fsd50k__train__321692__1415.wav,4.760000,3.000
train,animal_non_target,FSD50K,train,318092,318092.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__318092__hard3s.wav,147d203f038e88f717a9eacb45848f0481419414602a01e0663eb8abc89e8fa0,13,0.9510910511016846,dog_bark,11,dog_bark,0.39167749881744385,0.39167749881744385,0.05567312240600586,0.06479765474796295,0.2046056091785431,0.24468261003494263,0.03856349736452103,hard_negative,other_candidate__fsd50k__train__318092__1240.wav,6.920000,3.000
train,animal_non_target,FSD50K,train,27973,27973.wav,"Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__27973__hard3s.wav,a8f177210bc6a907ead30df183234e5360bdd38cd965fd28f250d8b449db0e5c,13,0.7463535666465759,glass_breaking,7,glass_breaking,0.32923808693885803,0.03234558925032616,0.32923808693885803,0.13974441587924957,0.207144632935524,0.16501475870609283,0.12651251256465912,hard_negative,other_candidate__fsd50k__train__27973__1230.wav,4.040000,3.000
train,animal_non_target,FSD50K,train,125638,125638.wav,"Insect,Wild_animals,Animal",other__fsd50k__train__125638__hard3s.wav,f0a2078fef441f38bf795011e95019c0027c2ea3ba099bd184ee4fe93c0ce450,1,0.5380372405052185,gunshot_gunfire,0,gunshot_gunfire,0.5380372405052185,0.002537819091230631,0.25959834456443787,0.5380372405052185,0.06043396145105362,0.027109384536743164,0.11228323727846146,hard_negative,other_candidate__fsd50k__train__125638__1304.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,38111,38111.wav,"Cricket,Insect,Wild_animals,Animal",other__fsd50k__train__38111__hard3s.wav,05f7590bbcc3ba133709f952a96a00867e61f32c2c3c88e6fac6fe32bc687227,13,0.9577785730361938,siren,2,siren,0.5712260007858276,0.013942359015345573,0.04111992567777634,0.0676797553896904,0.5712260007858276,0.23994508385658264,0.06608693301677704,hard_negative,other_candidate__fsd50k__train__38111__1343.wav,0.440000,3.000
train,animal_non_target,FSD50K,train,213143,213143.wav,"Crow,Bird,Wild_animals,Animal",other__fsd50k__train__213143__hard3s.wav,035e4e188a2aeb0ded420b44f58b38a7d99a721128df80ff13fd892aa28798c7,13,0.9633145928382874,speech,3,speech,0.8347390294075012,0.08237092941999435,0.05072232708334923,0.012947984971106052,0.01587839424610138,0.8347390294075012,0.003341295290738344,hard_negative,other_candidate__fsd50k__train__213143__1325.wav,1.160000,3.000
train,animal_non_target,FSD50K,train,71201,71201.wav,"Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__71201__hard3s.wav,c24a8ea26411d3b30a0ac6ed1b6237423cc02c1bd0fac20554aaf6b272b1efe7,13,0.9374595284461975,thunderstorm,7,thunderstorm,0.713243842124939,0.010262756608426571,0.012338628992438316,0.13493701815605164,0.09947728365659714,0.029740404337644577,0.713243842124939,hard_negative,other_candidate__fsd50k__train__71201__1431.wav,4.040000,3.000
train,animal_non_target,FSD50K,train,202595,202595.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__202595__hard3s.wav,494dac69731290d6debfa04a6a1661a5b1ef2ce8e7d89999abc2b5c02802c235,13,0.9508382678031921,dog_bark,2,dog_bark,0.7073981165885925,0.7073981165885925,0.001937744440510869,0.0006375961238518357,0.20575356483459473,0.08236288279294968,0.0019100743811577559,hard_negative,other_candidate__fsd50k__train__202595__1233.wav,0.440000,3.000
train,animal_non_target,FSD50K,train,164475,164475.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__164475__hard3s.wav,5fb9b990ebbfd7db543c578cb989a37a5a8f46b05ec18f3ef041071532211611,5,0.7305808663368225,glass_breaking,4,glass_breaking,0.44769272208213806,0.037623368203639984,0.44769272208213806,0.16647236049175262,0.030749190598726273,0.11810412257909775,0.1993582546710968,hard_negative,other_candidate__fsd50k__train__164475__1436.wav,0.935578,3.000
train,animal_non_target,FSD50K,train,69080,69080.wav,"Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__69080__hard3s.wav,2df3a0b3b62b55bd1f37f6e878415a90ec62d83db3f48c76ccc231fda9d4d3e8,3,0.40100547671318054,gunshot_gunfire,0,gunshot_gunfire,0.3785109519958496,0.019517013803124428,0.07531663030385971,0.3785109519958496,0.1244739294052124,0.07698235660791397,0.325199156999588,hard_negative,other_candidate__fsd50k__train__69080__1430.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,386973,386973.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__386973__hard3s.wav,cb8eb086870b416d189ffa85547ab24baaa0d6c941d5d0d843183b0fe3273347,12,0.9493995904922485,siren,7,siren,0.482109934091568,0.018522335216403008,0.23941902816295624,0.022124089300632477,0.482109934091568,0.21598608791828156,0.021838530898094177,hard_negative,other_candidate__fsd50k__train__386973__1275.wav,4.040000,3.000
train,animal_non_target,FSD50K,train,13563,13563.wav,"Frog,Wild_animals,Animal",other__fsd50k__train__13563__hard3s.wav,273e47f7e6fa6c6fedf904ab387b9a664b7a6619de405ad1a2f61327bd00f056,13,0.9477998614311218,speech,4,speech,0.5417174696922302,0.16198302805423737,0.03832366690039635,0.116256482899189,0.039899155497550964,0.5417174696922302,0.10182023048400879,hard_negative,other_candidate__fsd50k__train__13563__1326.wav,1.880000,3.000
train,animal_non_target,FSD50K,train,33257,33257.wav,"Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__33257__hard3s.wav,afa1c51810e38a356468f8a1f7bc061bc848835b66409ccb7b6957fb262691bd,13,0.9374358057975769,thunderstorm,6,thunderstorm,0.7603281736373901,0.006207614205777645,0.0048230416141450405,0.08708453923463821,0.11401596665382385,0.02754073031246662,0.7603281736373901,hard_negative,other_candidate__fsd50k__train__33257__1366.wav,3.320000,3.000
train,animal_non_target,FSD50K,train,20418,20418.wav,"Gull_and_seagull,Rain,Bird_vocalization_and_bird_call_and_bird_song,Water,Bird,Wild_animals,Animal",other__fsd50k__train__20418__hard3s.wav,9f7c1e4bc7d2cc6e139bce9116c304368c4a942e638e6ef53110dc41f9cba0ae,6,0.9089088439941406,dog_bark,2,dog_bark,0.4799577295780182,0.4799577295780182,0.04346419498324394,0.05537218973040581,0.10327675938606262,0.0932505801320076,0.22467851638793945,hard_negative,other_candidate__fsd50k__train__20418__1222.wav,0.440000,3.000
train,animal_non_target,FSD50K,train,243682,243682.wav,"Cricket,Insect,Wild_animals,Animal",other__fsd50k__train__243682__hard3s.wav,73d5275eaefad0ff136850989a5f1caacb2a6ddc08fa0e6e7c7a5364e617b70b,13,0.6741952300071716,glass_breaking,4,glass_breaking,0.44691500067710876,0.008887765929102898,0.44691500067710876,0.17990919947624207,0.009574704803526402,0.15449602901935577,0.20021730661392212,hard_negative,other_candidate__fsd50k__train__243682__1279.wav,1.880000,3.000
train,animal_non_target,FSD50K,train,49142,49142.wav,"Buzz,Bird,Insect,Wild_animals,Animal",other__fsd50k__train__49142__hard3s.wav,56ee059517599e3a725fad77997f61c748db2a1ba226fecf611ac2eb40ffa4ef,13,0.9204674363136292,siren,9,siren,0.42397505044937134,0.3429907262325287,0.0049199266359210014,0.017522867769002914,0.42397505044937134,0.06974204629659653,0.14084939658641815,hard_negative,other_candidate__fsd50k__train__49142__1258.wav,5.480000,3.000
train,animal_non_target,ESC-50,fold_3,146965,3-146965-A-5.wav,cat,other__esc50__fold_3__146965__hard3s.wav,055f22434ebd4aaa2963ec9463f29d02b9c2caa5eeabe58042047c648a136bdd,6,0.9400187730789185,speech,0,dog_bark,0.4574314057826996,0.4574314057826996,0.008267192170023918,0.016825752332806587,0.09001860022544861,0.28061917424201965,0.14683784544467926,hard_negative,other_candidate__esc50__fold_3__146965__1203.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,388973,388973.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__388973__hard3s.wav,17753641deae5e194e2368a508c12025643c58687aba652174bd8e5fce3a3c3c,5,0.927744448184967,thunderstorm,4,thunderstorm,0.7201224565505981,0.0024694069288671017,0.02001364901661873,0.1481647491455078,0.09335914999246597,0.015870604664087296,0.7201224565505981,hard_negative,other_candidate__fsd50k__train__388973__1251.wav,1.880000,3.000
train,animal_non_target,FSD50K,train,272364,272364.wav,"Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__272364__hard3s.wav,cd645709f355ff43c03dad78667697620ebef00a97350ad61c9cfc8bcaafbfd4,13,0.898643970489502,dog_bark,12,thunderstorm,0.5333799719810486,0.15430523455142975,0.052960656583309174,0.10200782865285873,0.11386870592832565,0.04347759857773781,0.5333799719810486,hard_negative,other_candidate__fsd50k__train__272364__1298.wav,7.640000,3.000
train,animal_non_target,FSD50K,train,121973,121973.wav,"Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__121973__hard3s.wav,c4d7c7fe70f049451720db450fb4b1635bc007b89e5ce57f93fb15ed5802f54a,3,0.6728909015655518,glass_breaking,2,glass_breaking,0.4816540777683258,0.02632167749106884,0.4816540777683258,0.12232068181037903,0.194693922996521,0.1250508427619934,0.04995877668261528,hard_negative,other_candidate__fsd50k__train__121973__1389.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,55152,55152.wav,"Meow,Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__55152__hard3s.wav,ad4af6b35259d073adf75d395ad4f02d3771ec967c6aa92cfd677200c7ac0a2f,13,0.9068509340286255,siren,8,siren,0.4361463189125061,0.08068522065877914,0.17227330803871155,0.0359787680208683,0.4361463189125061,0.21794825792312622,0.05696819722652435,hard_negative,other_candidate__fsd50k__train__55152__1323.wav,4.760000,3.000
train,animal_non_target,FSD50K,train,60759,60759.wav,"Cricket,Human_voice,Insect,Wild_animals,Animal",other__fsd50k__train__60759__hard3s.wav,1762c25ed0f46ae3db4b348882a73c0525b8fc1baa8f46a8f124fa97c3f9f5f2,6,0.912013590335846,speech,1,speech,0.6370810270309448,0.059360623359680176,0.015835179015994072,0.04664193093776703,0.13835956156253815,0.6370810270309448,0.10272166877985,hard_negative,other_candidate__fsd50k__train__60759__1288.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,221672,221672.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__221672__hard3s.wav,c2fab93e570c7af3668ff80522ba5d7586cf5cc8ed8bbec0d15feaa1919cc191,13,0.7911582589149475,dog_bark,2,dog_bark,0.38325944542884827,0.38325944542884827,0.02516479417681694,0.028173966333270073,0.11549067497253418,0.1530138999223709,0.29489725828170776,diversity,other_candidate__fsd50k__train__221672__1426.wav,0.440000,3.000
train,animal_non_target,FSD50K,train,263483,263483.wav,"Crow,Bird,Wild_animals,Animal",other__fsd50k__train__263483__hard3s.wav,d43bec1405d6569db1c1ea439c189df9fb4442c6fc8b89101de41d0976e40f6e,13,0.8642503023147583,thunderstorm,12,thunderstorm,0.6283924579620361,0.046512965112924576,0.12307581305503845,0.10227422416210175,0.05372179299592972,0.04602279141545296,0.6283924579620361,diversity,other_candidate__fsd50k__train__263483__1224.wav,7.640000,3.000
train,animal_non_target,FSD50K,train,216215,216215.wav,"Cricket,Insect,Wild_animals,Animal",other__fsd50k__train__216215__hard3s.wav,4b3bef89f6ab024f0f889e1a5f47d7312f1f5687a47fb718ca6eccfe6545b87e,6,0.5407929420471191,glass_breaking,4,thunderstorm,0.301332950592041,0.004601586144417524,0.28928396105766296,0.11532919853925705,0.01216242928057909,0.27728986740112305,0.301332950592041,diversity,other_candidate__fsd50k__train__216215__1246.wav,1.880000,3.000
train,animal_non_target,FSD50K,train,105236,105236.wav,"Buzz,Insect,Wild_animals,Animal",other__fsd50k__train__105236__hard3s.wav,4fbaa5ba2bb7f62956404954c8c90b731da3244e38340d0c62c9eabf7c9b7604,13,0.674210250377655,thunderstorm,4,thunderstorm,0.2644447684288025,0.1365295648574829,0.10365115851163864,0.08367712050676346,0.25102725625038147,0.1606701761484146,0.2644447684288025,diversity,other_candidate__fsd50k__train__105236__1349.wav,1.880000,3.000
train,animal_non_target,FSD50K,train,250991,250991.wav,"Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__250991__hard3s.wav,3cb89219c176e9aa123106c36ac9dd7e2752808715a946ddad1327aa08b7d90c,13,0.7841132283210754,thunderstorm,1,thunderstorm,0.5117790699005127,0.0223072599619627,0.14096656441688538,0.15740332007408142,0.021143317222595215,0.14640042185783386,0.5117790699005127,diversity,other_candidate__fsd50k__train__250991__1237.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,146700,146700.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__146700__hard3s.wav,a694239b91f436d3ab002ab22629e66a86efb0a1c4069fcda74d72e28062e6b5,10,0.9132882952690125,thunderstorm,7,thunderstorm,0.6953868865966797,0.03521626442670822,0.03693462535738945,0.073064424097538,0.08127597719430923,0.07812181860208511,0.6953868865966797,diversity,other_candidate__fsd50k__train__146700__1351.wav,4.040000,3.000
train,animal_non_target,FSD50K,train,353228,353228.wav,"Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__353228__hard3s.wav,bab64154787c07505fc95119782bfb98336e23fc70e40e82ad0a51ccdd466069,1,0.3755607604980469,siren,0,siren,0.3755607604980469,0.11283347010612488,0.07837595790624619,0.1258677840232849,0.3755607604980469,0.2910057306289673,0.016356315463781357,diversity,other_candidate__fsd50k__train__353228__1226.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,361453,361453.wav,"Buzz,Insect,Wild_animals,Animal",other__fsd50k__train__361453__hard3s.wav,93321651f71e81ead628cdea3d04c53aa4d77e7bf412478ed1aa1d08cb6c0f33,13,0.616772472858429,siren,9,siren,0.255146861076355,0.18907009065151215,0.11102248728275299,0.052923884242773056,0.255146861076355,0.23887374997138977,0.15296293795108795,diversity,other_candidate__fsd50k__train__361453__1301.wav,5.480000,3.000
train,animal_non_target,ESC-50,fold_3,134049,3-134049-A-1.wav,rooster,other__esc50__fold_3__134049__hard3s.wav,2ccd86599da9a402b116d814d765b0fd1a568ee11923394bfc0a3af4db1581fa,4,0.5308576822280884,siren,1,siren,0.4177789092063904,0.3964068591594696,0.02597924880683422,0.012727986089885235,0.4177789092063904,0.14274758100509644,0.004359480459243059,diversity,other_candidate__esc50__fold_3__134049__1419.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,232360,232360.wav,"Meow,Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__232360__hard3s.wav,ef635070c0e2eceb775f23102e75d976307828b8248b5f33253896dcfa3c86a5,1,0.8932567238807678,speech,0,speech,0.8932567238807678,0.025123218074440956,0.00701749324798584,0.00811865646392107,0.056006282567977905,0.8932567238807678,0.010477620176970959,diversity,other_candidate__fsd50k__train__232360__1289.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,180733,180733.wav,"Bird_vocalization_and_bird_call_and_bird_song,Crow,Bird,Wild_animals,Animal",other__fsd50k__train__180733__hard3s.wav,fe5496958c71660d2e00a25ae37eca3c6024559fbe204d64e9f6d40d450197b6,13,0.708811342716217,siren,1,siren,0.27324560284614563,0.0973689928650856,0.04780077934265137,0.09921752661466599,0.27324560284614563,0.22767527401447296,0.25469183921813965,diversity,other_candidate__fsd50k__train__180733__1345.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,389742,389742.wav,"Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal",other__fsd50k__train__389742__hard3s.wav,1a32df298f9a689b99d5bde1c73d538cb0eb7bae336af27d8d6805feae2b15d6,3,0.8234354853630066,siren,2,siren,0.5062148571014404,0.026790469884872437,0.26200589537620544,0.07196702808141708,0.5062148571014404,0.0997794046998024,0.03324237838387489,diversity,other_candidate__fsd50k__train__389742__1208.wav,0.000000,3.000
train,animal_non_target,ESC-50,fold_3,104761,3-104761-B-7.wav,insects,other__esc50__fold_3__104761__hard3s.wav,b13051656d00b823f59a0678fcd133880f6f7858de77c254066188f01190f94d,6,0.8565221428871155,siren,5,siren,0.4628211557865143,0.26103875041007996,0.008545228280127048,0.025819092988967896,0.4628211557865143,0.19748549163341522,0.04429027438163757,diversity,other_candidate__esc50__fold_3__104761__1422.wav,2.000000,3.000
train,animal_non_target,FSD50K,train,23236,23236.wav,"Bird,Wild_animals,Animal",other__fsd50k__train__23236__hard3s.wav,606f76b65099fc18a309c8cbe79b617422f9526d8cb050a21fe17cd1aa416f1e,6,0.4779895842075348,siren,0,siren,0.339458703994751,0.06902486085891724,0.1416974812746048,0.188970685005188,0.339458703994751,0.18240271508693695,0.07844559103250504,diversity,other_candidate__fsd50k__train__23236__1363.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,66514,66514.wav,"Meow,Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__66514__hard3s.wav,5d55f9cff1b0fabc79b7586b3de0eb2fb696e2c8c826a8fa5f34f09d9fa0ee30,1,0.5326113700866699,siren,0,siren,0.5326113700866699,0.014443882741034031,0.0031261658295989037,0.027831926941871643,0.5326113700866699,0.3979296088218689,0.02405698038637638,diversity,other_candidate__fsd50k__train__66514__1334.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,32244,32244.wav,"Cricket,Insect,Wild_animals,Animal",other__fsd50k__train__32244__hard3s.wav,b8267f414651cabf426e1f8ad0bbe885dd2fdca37e679c046544dffa81a931bb,3,0.7628492116928101,siren,1,siren,0.7290089726448059,0.011603894643485546,0.09153164178133011,0.02386431396007538,0.7290089726448059,0.1413945108652115,0.002596556907519698,diversity,other_candidate__fsd50k__train__32244__1387.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,213136,213136.wav,"Meow,Cat,Domestic_animals_and_pets,Animal",other__fsd50k__train__213136__hard3s.wav,683cbeb42bb59fe3ba8d98a0539f252fef502d44ba8571af16e631db69511f54,1,0.43464624881744385,speech,0,speech,0.43464624881744385,0.3756936490535736,0.000687098246999085,0.0028458633460104465,0.16852812469005585,0.43464624881744385,0.017599085345864296,diversity,other_candidate__fsd50k__train__213136__1416.wav,0.000000,3.000
train,animal_non_target,FSD50K,train,204333,204333.wav,"Fowl,Livestock_and_farm_animals_and_working_animals,Animal",other__fsd50k__train__204333__hard3s.wav,41c88e41aa2e8150df33e644627eb65f0620de903f91b67f4239e7acd8916835,13,0.889611542224884,speech,10,speech,0.45541685819625854,0.13306905329227448,0.024788621813058853,0.18963129818439484,0.15810783207416534,0.45541685819625854,0.03898636996746063,diversity,other_candidate__fsd50k__train__204333__1254.wav,6.200000,3.000
