run_id,recorded_at,quality_level,test_type,board,board_revision,firmware_commit,configuration,model_name,model_classes,stimulus,expected_class,source,distance_cm,volume_percent,duration_s,frame_start,frame_end,frames_observed,detection_events,correct_events,unknown_events,cpu_load_percent_mean,preprocess_ms_mean,inference_ms_mean,postprocess_ms_mean,result,raw_log_path,notes,stimulus_hash,trial_id
RUN-20260816-215305,2026-08-16T21:53:05.4964336+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-001 | frozen reviewed six-class stimulus | FE4-001.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.462,143,173,31.0,3,1,13,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-215305.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 1; candidate FE2C-099; true category gunshot_gunfire; source FSD50K eval 52357; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,9d03e3c15fa3b15c864eb53f648ca378eb04422613d01b720fc8519bc6b9515a,FE4-001
RUN-20260816-220525,2026-08-16T22:05:25.1822786+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-049 | frozen reviewed six-class stimulus | FE4-049.wav,speech,FSD50K eval independent playback,30.0,100.0,15.364,1666,1696,31.0,20,20,5,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220525.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 49; candidate FE2C-057; true category speech; source FSD50K eval 146926; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,407779ea5fca0d86b1f9ad2f452945735952860c835068dc8010e326c73b1f0d,FE4-049
RUN-20260816-220540,2026-08-16T22:05:40.5621270+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-050 | frozen reviewed six-class stimulus | FE4-050.wav,other,FSD50K eval independent playback,30.0,100.0,15.38,1698,1728,31.0,18,16,6,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220540.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 50; candidate FE2C-005; true category Alarm; source FSD50K eval 323238; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,4eb77ee98aba787d4dba23a4222e8356a3bcd49cea634ba25bcc378ad0e528ac,FE4-050
RUN-20260816-220555,2026-08-16T22:05:55.9567539+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-051 | frozen reviewed six-class stimulus | FE4-051.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.419,1730,1760,31.0,12,12,2,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220555.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 51; candidate FE2C-008; true category glass_breaking; source FSD50K eval 366595; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,37b1e2194978c4c4d508b01153b6654e63f3c1ddf7a982a1617c991b1768e726,FE4-051
RUN-20260816-220611,2026-08-16T22:06:11.3901892+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-052 | frozen reviewed six-class stimulus | FE4-052.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.397,1762,1791,30.0,9,8,6,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220611.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 52; candidate FE2C-018; true category dog_bark; source FSD50K eval 253754; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,d4782f8e5d8a3cacbe165c03c074ec51775cadcefa265f3b2c0195b5eb8740ab,FE4-052
RUN-20260816-220626,2026-08-16T22:06:26.8037944+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-053 | frozen reviewed six-class stimulus | FE4-053.wav,siren,UrbanSound8K fold_9 independent playback,30.0,100.0,15.404,1793,1823,31.0,19,17,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220626.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 53; candidate FE2S-011; true category siren; source UrbanSound8K fold_9 159744; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,5cd05934b89cd0f4bd5f32251b506d2fec7e8019527778ce9f3bae3eaee8b2d3,FE4-053
RUN-20260816-220642,2026-08-16T22:06:42.2221210+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-054 | frozen reviewed six-class stimulus | FE4-054.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.369,1825,1855,31.0,16,13,4,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220642.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 54; candidate FE2S-014; true category gunshot_gunfire; source FSD50K eval 399065; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,4b100eb0b28462f6aea99e3100059c00737c96892156d500ef73e68ad430841a,FE4-054
RUN-20260816-220657,2026-08-16T22:06:57.6055934+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-055 | frozen reviewed six-class stimulus | FE4-055.wav,speech,FSD50K eval independent playback,30.0,100.0,15.375,1857,1887,31.0,23,23,0,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220657.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 55; candidate FE2C-096; true category speech; source FSD50K eval 86938; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,da290325d72798f14aa4f8478557eff13bc841aa0d4a12fcd6adb95c769a959d,FE4-055
RUN-20260816-220712,2026-08-16T22:07:12.9958966+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-056 | frozen reviewed six-class stimulus | FE4-056.wav,gunshot_gunfire,FSD50K eval independent playback,30.0,100.0,15.421,1889,1918,30.0,21,21,2,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220712.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 56; candidate FE2C-093; true category gunshot_gunfire; source FSD50K eval 242846; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,6692a4e87d959693a8d0ec54d8f3053f2d84df8957e4af59f5e370666f4825ba,FE4-056
RUN-20260816-220728,2026-08-16T22:07:28.4319456+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-057 | frozen reviewed six-class stimulus | FE4-057.wav,other,FSD50K eval independent playback,30.0,100.0,15.364,1920,1950,31.0,19,18,3,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220728.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 57; candidate FE2C-080; true category Computer_keyboard; source FSD50K eval 181264; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,cb1497137996cdaa4bd41ba56b91ea653a7e0c69442579fd643bc0471f6d2949,FE4-057
RUN-20260816-220743,2026-08-16T22:07:43.8107302+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-058 | frozen reviewed six-class stimulus | FE4-058.wav,siren,UrbanSound8K fold_7 independent playback,30.0,100.0,15.406,1952,1982,31.0,22,0,2,10.81,1.43,9.38,0.0,fail_no_target_detection,experiments/raw/RUN-20260816-220743.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 58; candidate FE2S2-006; true category siren; source UrbanSound8K fold_7 105289; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,79192651470a57aff33ca68ea36e3367ec4ac004d8c5299fca8b117d59914c99,FE4-058
RUN-20260816-220759,2026-08-16T22:07:59.2325127+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-059 | frozen reviewed six-class stimulus | FE4-059.wav,dog_bark,FSD50K eval independent playback,30.0,100.0,15.374,1984,2014,31.0,19,11,8,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220759.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 59; candidate FE2C-092; true category dog_bark; source FSD50K eval 38121; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,f8fb3099ef08579ab14cb27c006d48aff37eec7b92cea1393bdeed1278205e3b,FE4-059
RUN-20260816-220814,2026-08-16T22:08:14.6251309+02:00,controlled,positive,STM32N6570-DK,Rev B,bin-e7e5e0d,BM EMA-0.65 per-class thresholds; activity-2800; glass-factor-1.225; gunshot dual confirmation,YAMNet-1024 V5 int8; six system classes (thunder merged into other),7,FE4-060 | frozen reviewed six-class stimulus | FE4-060.wav,glass_breaking,FSD50K eval independent playback,30.0,100.0,15.376,2016,2045,30.0,23,23,1,10.81,1.43,9.38,0.0,pass_with_detection,experiments/raw/RUN-20260816-220814.txt,Independent six-class final evaluation STM32N6-HAZARD6-FINAL-003 attempt FE4-A01; order 60; candidate FE2C-016; true category glass_breaking; source FSD50K eval 267889; target max100ms -42.0 dBFS; manifest 0355fca0f9a3d26be1e41b4fd9896f7fb7c9f567557a7dde23826dbb36c1342b; application e7e5e0d134cae4fe57bc2ab33848830b6efdff025e2e70af6bce3c3f9365d6bb; weights 0979d852a24f3f2180e10f32f920eddeee166fabc5148841af5678731c33352e.,ad2b0820936d865d6da3e1de1d0337ea7d22805aa7a4cf77da18459c54ce6f13,FE4-060
